PREC event_type event_no event 10mins h d dt PET TA TA_min TA_max
0.0 50 4 True False True False 3600 0.0011866587083333333 -4.502777777777779 -5.8 -3.7
0.0 50 4 True False True False 3600 0.0011866587083333333 -4.502777777777779 -5.8 -3.7
0.0 50 4 True False True False 3600 0.0011866587083333333 -4.502777777777779 -5.8 -3.7
0.0 50 4 True False True False 3600 0.0011866587083333333 -4.502777777777779 -5.8 -3.7
0.0 50 4 True False True False 3600 0.0011866587083333333 -4.502777777777779 -5.8 -3.7
0.0 50 4 True False True False 3600 0.0011866587083333333 -4.502777777777779 -5.8 -3.7
0.0 50 4 True False True False 3600 0.0011866587083333333 -4.502777777777779 -5.8 -3.7
0.0 50 4 True False True False 3600 0.0011866587083333333 -4.502777777777779 -5.8 -3.7
0.0 50 4 True False True False 3600 0.0011866587083333333 -4.502777777777779 -5.8 -3.7
0.4 50 5 True False True False 3600 0.0011866587083333333 -4.502777777777779 -5.8 -3.7
0.4 50 5 True False True False 3600 0.0011866587083333333 -4.502777777777779 -5.8 -3.7
0.4 50 5 True False True False 3600 0.0011866587083333333 -4.502777777777779 -5.8 -3.7
0.1 50 5 True False True False 3600 0.0011866587083333333 -4.502777777777779 -5.8 -3.7
0.0 50 5 True False True False 3600 0.0011866587083333333 -4.502777777777779 -5.8 -3.7
0.1 50 5 True False True False 3600 0.0011866587083333333 -4.502777777777779 -5.8 -3.7
0.1 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 50 5 True False True False 3600 0.004451914958333329 -5.045138888888888 -10.3 -2.9
0.0 0 0 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.0 0 0 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.0 0 0 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.0 0 0 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.0 0 0 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.0 0 0 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.0 0 0 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.0 0 0 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.0 0 0 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.0 0 0 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.0 0 0 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.0 0 0 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.0 0 0 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.0 0 0 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.0 0 0 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.0 0 0 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.0 0 0 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.30000000000000004 50 6 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.2 50 6 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.2 50 6 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.1 50 6 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.1 50 6 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.5 50 6 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.5 50 6 True False True False 3600 0.006681785083333329 -4.521527777777778 -11.5 -1.3
0.5 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.5 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
0.0 50 6 True False True False 3600 0.007513763583333329 -2.5847222222222226 -6.2 1.7
2.9000000000000004 0 7 False False False True 86400 0.0788951579999999 -1.1576388888888889 -5.1 0.9
0.0 0 7 False False False True 86400 0.095699267 0.6701388888888888 -0.6 2.1
0.0 0 0 False False False True 86400 0.138919616 0.7534722222222223 -0.5 3.2
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.0 0 0 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.6 30 8 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
2.5999999999999996 30 8 True False True False 3600 0.007072455541666662 -0.0256944444444444 -2.0 1.9
0.8 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
1.2 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.30000000000000004 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.1 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 30 8 True False True False 3600 0.015824357333333327 3.059722222222222 0.0 7.4
0.0 0 0 False False False True 86400 0.286117303 0.2243055555555552 -6.9 9.0
0.0 0 0 False False False True 86400 0.046413395 -1.9854166666666668 -6.9 -0.1
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.0 0 0 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.1 30 9 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.6000000000000001 30 9 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
1.0 30 9 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.7000000000000001 30 9 True False True False 3600 0.0021254649583333294 -2.013888888888889 -3.0 -0.5
0.30000000000000004 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.4 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.1 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.1 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 30 9 True False True False 3600 0.016988312999999994 1.5861111111111112 -1.7 8.1
0.0 0 0 False False False True 86400 0.167180168 0.6597222222222222 -2.8 5.3
0.0 0 0 False False False True 86400 0.231465206 -1.448611111111111 -7.4 6.3
0.0 0 0 False False False True 86400 0.142476016 -2.909027777777778 -8.8 2.9
0.0 0 0 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 0 0 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 0 0 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 0 0 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.30000000000000004 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.30000000000000004 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.2 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.4 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.2 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 30 10 True False True False 3600 0.005286593541666666 0.3687499999999999 -1.8 3.5
0.0 0 0 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.0 0 0 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.0 0 0 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.0 0 0 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.0 0 0 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.0 0 0 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.0 0 0 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.30000000000000004 50 11 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.4 50 11 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.2 50 11 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.30000000000000004 50 11 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.30000000000000004 50 11 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.1 50 11 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.0 50 11 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.0 50 11 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.0 50 11 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.0 50 11 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.0 50 11 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
0.0 50 11 True False True False 3600 0.010219753708333333 -1.7770833333333331 -4.8 0.2
