[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[day of year];[-];;[mm]
alpha_transp_crop;alpha_q_crop;km_denit_crop;km_nit_crop;dmax_denit_crop;dmax_nit_crop;alpha_transp_bare;alpha_q_bare;km_denit_bare;km_nit_bare;dmax_denit_bare;dmax_nit_bare;kmin;kfix;kngl;phi_soil_temp;clay;soil_fertility;z_soil
1.2061429;0.55110276;17.31336;2.7893696;70.03944;97.58662;1.1894816;0.82885146;3.434159;8.045162;45.588207;92.74973;64.742645;40.0;19.291893748489898;91;0.2822544050076512;3;1350
