YYYY	MM	DD	hh	mm	RS
2070	1	1	0	0	2.84690049694397
2070	1	2	0	0	1.497325263574202
2070	1	3	0	0	1.6166546242055224
2070	1	4	0	0	1.8781481082458966
2070	1	5	0	0	1.7937756064783095
2070	1	6	0	0	1.1824918881136677
2070	1	7	0	0	1.9466834691814245
2070	1	8	0	0	1.4968901492679025
2070	1	9	0	0	1.3644917008499635
2070	1	10	0	0	1.363708753488481
2070	1	11	0	0	1.2944189824215322
2070	1	12	0	0	1.6525366382649944
2070	1	13	0	0	1.9508755517838838
2070	1	14	0	0	1.892134177806796
2070	1	15	0	0	1.7585168162266196
2070	1	16	0	0	2.2614279709871665
2070	1	17	0	0	3.065382132095445
2070	1	18	0	0	1.4968901492679025
2070	1	19	0	0	1.8512173550298616
2070	1	20	0	0	3.928724081973555
2070	1	21	0	0	2.2404291264704623
2070	1	22	0	0	1.9794340232196943
2070	1	23	0	0	2.064850034155238
2070	1	24	0	0	1.43083691956889
2070	1	25	0	0	4.938779933227941
2070	1	26	0	0	5.11551842965815
2070	1	27	0	0	1.2282054221206138
2070	1	28	0	0	1.505862166073671
2070	1	29	0	0	4.590802392886227
2070	1	30	0	0	5.493832601835856
2070	1	31	0	0	4.07946848846615
2070	2	1	0	0	5.05060754002488
2070	2	2	0	0	5.512281158115403
2070	2	3	0	0	5.379535096969738
2070	2	4	0	0	6.0360386560577055
2070	2	5	0	0	5.599086946832967
2070	2	6	0	0	5.338317766989304
2070	2	7	0	0	4.107309853908107
2070	2	8	0	0	2.8634537943710066
2070	2	9	0	0	4.189155049498993
2070	2	10	0	0	6.161951981667244
2070	2	11	0	0	4.62447784536272
2070	2	12	0	0	1.8197016377529285
2070	2	13	0	0	6.904488650774594
2070	2	14	0	0	7.068536327962861
2070	2	15	0	0	7.857568907494712
2070	2	16	0	0	8.25962894850932
2070	2	17	0	0	8.652388551061652
2070	2	18	0	0	9.004917882152304
2070	2	19	0	0	8.336585354013453
2070	2	20	0	0	5.429188832307653
2070	2	21	0	0	1.6220324247217748
2070	2	22	0	0	3.7248376031341865
2070	2	23	0	0	6.59263099211667
2070	2	24	0	0	5.126887076211011
2070	2	25	0	0	2.73710046266511
2070	2	26	0	0	3.369667371634172
2070	2	27	0	0	4.589549409505303
2070	2	28	0	0	10.046656258193636
2070	3	1	0	0	11.586779274895862
2070	3	2	0	0	7.505151155553488
2070	3	3	0	0	6.1874006634719825
2070	3	4	0	0	5.8610016756606385
2070	3	5	0	0	3.053933674399939
2070	3	6	0	0	3.759672644643885
2070	3	7	0	0	6.305859389711592
2070	3	8	0	0	11.313172561628535
2070	3	9	0	0	11.859317551236067
2070	3	10	0	0	12.332795393369578
2070	3	11	0	0	9.385771279969326
2070	3	12	0	0	12.496037491117528
2070	3	13	0	0	13.34074931423787
2070	3	14	0	0	14.243136916543978
2070	3	15	0	0	14.22181086994031
