YYYY	MM	DD	hh	mm	TA	TA_min	TA_max
2070	1	1	0	0	1.10289581996603	-0.29496188003396995	2.1700954199660303
2070	1	2	0	0	2.9256647007967205	1.3316706007967203	4.98084030079672
2070	1	3	0	0	6.46595523374608	5.18205023374608	7.6986212337460795
2070	1	4	0	0	3.6347380739860298	-0.03826612601397028	4.577792273986029
2070	1	5	0	0	-2.7069050847394105	-3.4763753277394107	-1.3764607277394105
2070	1	6	0	0	-3.69241457412453	-4.41681032212453	-2.56079227212453
2070	1	7	0	0	0.27560053015088	-1.5725744698491204	2.02178583015088
2070	1	8	0	0	0.858427121903069	-0.6456317780969307	2.149168021903069
2070	1	9	0	0	2.11326219202763	-0.15471270797237002	3.1468621920276303
2070	1	10	0	0	0.499873300505782	-1.406346229494218	2.1841077005057823
2070	1	11	0	0	0.840976342551678	-1.0499843074483222	2.245944842551678
2070	1	12	0	0	0.8350016954455709	-0.9460652445544286	2.5981851954455712
2070	1	13	0	0	1.31314749691707	-2.4138422330829297	2.6088320969170704
2070	1	14	0	0	-3.66032933724338	-4.77156587724338	-2.80495213724338
2070	1	15	0	0	-2.67840316705459	-4.01299788705459	-1.28487898705459
2070	1	16	0	0	-3.6398985937325	-5.6014464237325	-1.6210998237325
2070	1	17	0	0	1.2753886457856	-1.0892964542144	4.7337626457856
2070	1	18	0	0	0.889171064288049	-2.041248819711951	3.8650316642880487
2070	1	19	0	0	-0.118932784331278	-2.053655638331278	3.0106449156687223
2070	1	20	0	0	6.46041603367483	4.542386233674831	7.835446533674831
2070	1	21	0	0	6.68547255205439	5.401018052054391	8.48268305205439
2070	1	22	0	0	7.02675352426501	5.268086524265011	10.27174852426501
2070	1	23	0	0	6.588963385572151	4.73135838557215	9.91788178557215
2070	1	24	0	0	6.035298705955321	4.2728170059553205	8.75099700595532
2070	1	25	0	0	1.5852760139099398	-0.35616078609005997	3.67817151390994
2070	1	26	0	0	1.6137709615306597	0.69342186153066	2.57599006153066
2070	1	27	0	0	1.08890151354325	-0.5332298864567497	2.2961158135432505
2070	1	28	0	0	4.15818100281484	2.9769370028148394	5.50116800281484
2070	1	29	0	0	4.110605207809971	0.8205051078099708	4.607248207809971
2070	1	30	0	0	0.8559426177446129	-1.8401633622553872	3.1167763177446126
2070	1	31	0	0	5.67048639246938	4.27952539246938	6.41273479246938
2070	2	1	0	0	6.56248278461691	3.92805278461691	7.19862168461691
2070	2	2	0	0	3.23635645987598	1.8262001598759805	4.82000495987598
2070	2	3	0	0	7.114456803362679	4.949845203362679	8.98741220336268
2070	2	4	0	0	6.2999010499086	2.5232897499086	8.283207749908602
2070	2	5	0	0	1.72102226216986	0.5121294621698602	3.42265196216986
2070	2	6	0	0	3.67602849030066	2.3326446903006604	5.070590190300661
2070	2	7	0	0	0.265445711195288	-1.800380658804712	1.094699911195288
2070	2	8	0	0	-2.19774434155049	-3.00508687155049	-0.4843654815504901
2070	2	9	0	0	-1.62997536258618	-2.29367167258618	0.23794453741381982
2070	2	10	0	0	-1.65920482358767	-2.83431467358767	0.61163857641233
2070	2	11	0	0	0.345335823078005	-1.1820995269219952	2.427550023078005
2070	2	12	0	0	4.096536404371831	1.8721710043718307	6.274911404371831
2070	2	13	0	0	5.89182999480582	3.354476694805821	8.12785299480582
2070	2	14	0	0	8.652255735526019	5.723910735526021	11.94357673552602
2070	2	15	0	0	5.617226273953491	3.0211265739534907	8.319252573953491
2070	2	16	0	0	4.94441448829179	2.3597894882917902	8.15696948829179
2070	2	17	0	0	1.6089182210576298	-0.56094254894237	3.07724122105763
2070	2	18	0	0	4.924271619436361	1.1428688194363612	8.990036619436362
2070	2	19	0	0	6.75658501858382	3.978264718583819	8.21794961858382
2070	2	20	0	0	2.1126309110146297	-0.7501010889853699	4.17833521101463
2070	2	21	0	0	8.01466950167521	5.841268501675209	10.00819950167521
2070	2	22	0	0	10.4256316871367	9.6844516871367	11.366458687136701
2070	2	23	0	0	7.51395057836009	4.7399332783600885	9.844455878360087
2070	2	24	0	0	3.92030818707296	3.1560259870729603	5.38200868707296
2070	2	25	0	0	3.68467283354811	2.56067983354811	5.72065283354811
2070	2	26	0	0	8.01645294833184	6.510196848331841	9.033664448331841
2070	2	27	0	0	8.308012600147709	5.307402600147709	12.249998600147709
2070	2	28	0	0	5.95140066307951	2.90684496307951	7.78431686307951
2070	3	1	0	0	5.32043869424397	2.0641825942439698	7.796696394243969
2070	3	2	0	0	8.312300446857199	6.9412674468572	10.6285234468572
2070	3	3	0	0	5.165487705983519	1.6726592059835192	7.876791705983519
2070	3	4	0	0	2.3141690685696497	1.1400357685696496	4.26668396856965
2070	3	5	0	0	2.29757773756032	0.61444173756032	4.98721403756032
2070	3	6	0	0	3.5456558641063	1.0233169641062996	5.8301101641063
2070	3	7	0	0	6.57920748195852	3.6074667819585193	8.69755448195852
2070	3	8	0	0	2.68203668591882	0.8477776859188204	4.543730885918821
2070	3	9	0	0	5.3907028299054005	2.1840378299054004	7.382890829905401
2070	3	10	0	0	9.556911497703368	7.971889497703367	12.686885997703367
2070	3	11	0	0	6.43649599735659	2.6598236973565905	8.38839999735659
2070	3	12	0	0	6.28385414901828	1.1716410490182794	11.855906449018278
2070	3	13	0	0	10.8751036856367	7.6080746856367005	15.577923685636701
2070	3	14	0	0	5.91328747436882	4.34352417436882	9.139209174368819
2070	3	15	0	0	5.55820497811648	2.7248919781164798	8.25888857811648
2070	3	16	0	0	8.25117899525995	6.467639995259949	10.911731995259949
2070	3	17	0	0	6.88431614045636	5.40961524045636	9.061440140456359
