;[mm/day];[-];[-];[cm];[degC];[K];[per mil]
tAtm;Prec;rSoil;rRoot;hCritA;tTop;Ampl;cTop
65.0;0.16011480130346506;0.46393824830514496;0.3948663821986662;100000.0;4.245833333333334;0.0;-6.510000000000016
66.0;0.0;0.3042915161096687;0.2589881100317108;100000.0;4.229166666666667;0.0;
67.0;0.0;0.9866175589199843;0.8397283636941585;100000.0;3.2125;0.0;
68.0;0.0;0.7744141613378187;0.6591181462791403;100000.0;4.754166666666666;0.0;
69.0;0.0;1.3070533400535722;1.1124571548327622;100000.0;6.570833333333333;0.0;
70.0;0.0;1.303349418080058;1.1093046786681633;100000.0;7.154166666666666;0.0;
71.0;0.0;1.2509254639984788;1.0646856864545122;100000.0;9.083333333333334;0.0;
72.0;0.0;0.9839896689643483;0.8374917181850007;100000.0;7.920833333333333;0.0;
73.0;0.0;1.08893436504821;0.9268120805930541;100000.0;6.008333333333333;0.0;-6.510000000000016
74.0;0.0;0.46389683443721036;0.3948311340934196;100000.0;6.183333333333334;0.0;-6.510000000000016
75.0;1.681182499951588;0.7062910818305469;0.6011373394637126;100000.0;8.016666666666667;0.0;-6.510000000000016
76.0;0.0;0.891003809801923;0.7583497419904625;100000.0;8.570833333333333;0.0;
77.0;0.0;1.3576478165294588;1.1555190449835582;100000.0;9.3375;0.0;
78.0;13.76984197404187;0.44938838922896074;0.3824827293399037;100000.0;3.920833333333333;0.0;-6.510000000000016
79.0;8.091129845057457;0.27119346557562624;0.2308177500323991;100000.0;1.7666666666666666;0.0;-6.510000000000016
80.0;0.9057690101387846;0.4680971456594384;0.3984060962839453;100000.0;1.7166666666666668;0.0;-6.510000000000016
81.0;0.0;0.9056096209567086;0.7707810166931548;100000.0;1.5458333333333334;0.0;
82.0;1.1262473360136187;0.7120667436199718;0.6060531115172668;100000.0;3.125;0.0;-6.510000000000016
83.0;7.443921721304231;0.5605560087010488;0.4770995363803734;100000.0;4.304166666666666;0.0;-6.510000000000016
84.0;1.2285195695754163;0.45367741932828193;0.38613320179964844;100000.0;3.9875000000000003;0.0;-6.510000000000016
85.0;0.0;1.2925259833653764;1.1000926541705864;100000.0;5.625;0.0;
86.0;0.0;0.9958203654750221;0.8475610417364136;100000.0;9.845833333333333;0.0;-5.510000000000015
87.0;14.288674913450077;0.24907802478315078;0.21199489132575955;100000.0;6.7625;0.0;-5.510000000000015
88.0;5.418750518771109;0.5717313103856712;0.4866110413323925;100000.0;1.1291666666666667;0.0;-5.510000000000015
89.0;0.2066858888343956;0.8276366459241064;0.7044167825027893;100000.0;2.9291666666666667;0.0;-5.510000000000015
90.0;0.0;1.4880011996477642;1.2664652085889938;100000.0;3.3208333333333333;0.0;
91.0;0.0;1.523506353886093;1.7622421794863647;100000.0;6.079166666666667;0.0;
92.0;0.0;1.5522783742551614;1.7955228203934945;100000.0;7.25;0.0;
93.0;0.0;1.4056358827156978;1.625901221352145;100000.0;10.012500000000001;0.0;
94.0;14.621155261025677;0.25581010115118635;0.29589594361547294;100000.0;3.0583333333333336;0.0;-5.510000000000015
95.0;0.912282197842303;0.36533049845368126;0.42257835826262;100000.0;3.5625;0.0;-5.510000000000015
96.0;9.875098557768608;0.45587342962448296;0.527309508189578;100000.0;5.7250000000000005;0.0;-5.510000000000015
97.0;0.0;1.4274555669140332;1.6511400841499917;100000.0;1.5458333333333334;0.0;
98.0;0.0;1.463721340382119;1.6930887609731253;100000.0;1.9583333333333333;0.0;
99.0;0.0;1.6340539399455296;1.89011274497329;100000.0;6.845833333333334;0.0;
100.0;0.0;1.3040958248302592;1.5084496777751986;100000.0;9.65;0.0;
101.0;4.06683453590381;1.5180006522305993;1.7558737257807204;100000.0;9.791666666666666;0.0;-6.279999999999952
102.0;0.0;1.055703772884008;1.221134203263184;100000.0;1.8375000000000001;0.0;
103.0;0.0;1.4851055120724805;1.7178238657726623;100000.0;2.595833333333333;0.0;
104.0;0.0;1.6224241322812891;1.8766605282805524;100000.0;5.258333333333334;0.0;
105.0;0.0;0.6186439903416938;0.7155864700433001;100000.0;5.566666666666666;0.0;
106.0;0.0;0.8652040899981471;1.0007829224799203;100000.0;1.6583333333333334;0.0;
107.0;0.0;1.3874018824265817;1.6048099247334702;100000.0;1.0041666666666667;0.0;
108.0;0.0;1.6385135436787526;1.8952711755780818;100000.0;3.204166666666667;0.0;
109.0;0.0;1.6095393373446767;1.8617566658493832;100000.0;7.329166666666667;0.0;
110.0;22.723141524258594;0.3500190265405391;0.4048675547818639;100000.0;0.4833333333333334;0.0;-6.279999999999952
111.0;0.0;0.9240709540879053;1.068874316131449;100000.0;0.125;0.0;
112.0;0.0;1.1798652753507992;1.3647520071254833;100000.0;0.13333333333333328;0.0;
113.0;0.0;1.5902075265473063;1.8393955301008653;100000.0;3.495833333333333;0.0;
114.0;0.0;1.8272784693007285;2.1136158599242574;100000.0;6.491666666666667;0.0;
115.0;0.0;1.7808840517378202;2.0599513646541756;100000.0;10.9625;0.0;
116.0;20.47418688277286;0.5248495811604557;0.6070943304223722;100000.0;9.862499999999999;0.0;-7.78000000000012
117.0;15.405585001629;0.4157741702435163;0.4809266322225329;100000.0;7.9375;0.0;-7.78000000000012
118.0;0.39999999999999947;1.2029742447247131;1.3914821880999795;100000.0;10.179166666666667;0.0;-7.78000000000012
119.0;32.10308707965298;0.5420212528271429;0.6269568298639658;100000.0;7.395833333333333;0.0;-7.78000000000012
120.0;12.639281334967174;0.34449284435467276;0.3984754112147436;100000.0;6.2375;0.0;-7.78000000000012
121.0;0.0;1.04010077589258;1.5855206674749407;100000.0;7.6000000000000005;0.0;
122.0;0.0;1.7469208353677637;2.662991080399152;100000.0;9.345833333333333;0.0;
123.0;0.0;1.9056345860696966;2.904932955439508;100000.0;13.779166666666667;0.0;
124.0;0.0;1.4298474594527968;2.179647156164687;100000.0;15.025;0.0;
125.0;2.156217962485431;0.6834853173038432;1.0418991328709786;100000.0;11.495833333333332;0.0;-7.78000000000012
126.0;16.013962870759006;0.5142040861892084;0.7838482816757909;100000.0;8.004166666666666;0.0;-7.68000000000002
127.0;0.05772946490874453;0.9503790279330039;1.4487496073920307;100000.0;5.158333333333333;0.0;-7.68000000000002
128.0;6.861230942103484;0.6206316161080636;0.9460854919401933;100000.0;3.15;0.0;-7.68000000000002
129.0;11.86531201295131;0.7155936019448491;1.0908447255245322;100000.0;4.958333333333333;0.0;-7.68000000000002
130.0;2.484395637098591;1.2842765224198085;1.9577400731212906;100000.0;8.875;0.0;-7.68000000000002
131.0;0.0;1.7253313683159046;2.630080282711191;100000.0;13.450000000000001;0.0;
132.0;0.0;0.524946855423894;0.8002244666016131;100000.0;11.070833333333333;0.0;
133.0;0.0;1.1148046980037125;1.6993986831383685;100000.0;11.641666666666666;0.0;
134.0;0.0;0.9091597700324445;1.3859153255473393;100000.0;13.729166666666666;0.0;
135.0;0.1999999999999993;1.8941915267463012;2.8874892543319732;100000.0;15.608333333333334;0.0;-7.68000000000002
136.0;1.5;1.6898915233214773;2.5760560881397065;100000.0;16.220833333333335;0.0;-7.68000000000002
137.0;0.0;1.873379251827774;2.855763201640418;100000.0;17.0375;0.0;
138.0;0.0;0.7865003962790122;1.1989344322981204;100000.0;13.2875;0.0;-7.68000000000002
139.0;0.0;1.8313472383756169;2.7916899622307185;100000.0;14.204166666666666;0.0;
140.0;21.195445628087942;0.49999024943370224;0.7621808313072148;100000.0;12.179166666666667;0.0;-7.68000000000002
141.0;1.4567186660237845;1.0133189126906341;1.5446946258024585;100000.0;11.633333333333333;0.0;-7.68000000000002
142.0;1.414424668708513;0.9278677365441914;1.4144335886217503;100000.0;10.0375;0.0;-4.589999999999983
143.0;0.0;1.2123652180808078;1.848119099945186;100000.0;10.8125;0.0;
144.0;0.02526270732317748;0.35527276621373477;0.5415747459081266;100000.0;10.008333333333333;0.0;-4.589999999999983
145.0;0.0;1.6336183933386315;2.490273813307022;100000.0;10.433333333333334;0.0;
146.0;0.0;1.8386747070375673;2.802859892369293;100000.0;13.008333333333333;0.0;
147.0;0.0;2.0939058609739685;3.19193206588283;100000.0;13.629166666666668;0.0;
148.0;0.0;1.389950412503634;2.1188284413100327;100000.0;9.066666666666666;0.0;
149.0;0.0;1.8718672881765896;2.8534583772686006;100000.0;9.558333333333334;0.0;
150.0;0.0;2.0273903008272764;3.0905363186959782;100000.0;11.570833333333333;0.0;
151.0;0.0;1.9424018899384135;2.960980716889503;100000.0;10.141666666666667;0.0;
152.0;0.0;0.6170724927576702;0.9406599949490014;100000.0;7.545833333333333;0.0;
153.0;0.0;0.8024882194426907;1.2233061322732435;100000.0;11.845833333333333;0.0;
154.0;15.278655825172986;0.9192573254662887;1.4013079521104668;100000.0;12.616666666666667;0.0;-4.589999999999983
155.0;1.5033097801009683;2.080790217459627;3.1719386918356114;100000.0;13.5625;0.0;-4.589999999999983
156.0;0.0;1.507553301772927;2.2981012731480974;100000.0;14.870833333333332;0.0;
157.0;0.0;1.2164503105436464;1.8543463797227808;100000.0;16.454166666666666;0.0;
158.0;0.0;2.043339732483475;3.11484949498765;100000.0;17.841666666666665;0.0;
159.0;34.2977336348358;1.6328910506933711;2.489165058441027;100000.0;16.3125;0.0;-7.660000000000111
160.0;0.0;2.0370589048500936;3.1052750554214192;100000.0;16.412499999999998;0.0;-7.660000000000111
161.0;0.0;2.1990386828252753;3.3521956343165327;100000.0;18.220833333333335;0.0;
162.0;0.9557514093664303;1.371406268044125;2.090559907161541;100000.0;19.004166666666666;0.0;-7.660000000000111
163.0;1.3248540203286825;1.3538332447454118;2.0637717417491865;100000.0;17.508333333333333;0.0;-7.660000000000111
164.0;8.972714600990443;1.310867090254789;1.9982745057834292;100000.0;16.1375;0.0;-7.660000000000111
165.0;19.93455955439473;0.9573397473616306;1.4593604681570473;100000.0;15.058333333333332;0.0;-7.660000000000111
166.0;0.09721663074688636;1.686853194172067;2.5714244853444415;100000.0;14.541666666666666;0.0;-7.660000000000111
167.0;1.370627982153278;1.5657097508175413;2.386754463343114;100000.0;14.466666666666667;0.0;-7.660000000000111
168.0;1.5212574340637355;1.28198333691961;1.954244360889177;100000.0;14.375;0.0;-9.619999999999852
169.0;7.256609519315416;0.9913565421158113;1.511215377194801;100000.0;12.479166666666666;0.0;-9.619999999999852
170.0;5.491248758809714;0.3162644022049647;0.4821107316762228;100000.0;9.725;0.0;-9.619999999999852
171.0;9.224968016462189;1.2442164103497741;1.8966727832003747;100000.0;11.983333333333334;0.0;-9.619999999999852
172.0;5.1629829444967354;0.5046896119464753;0.7693444990600481;100000.0;12.637500000000001;0.0;-9.619999999999852
173.0;25.749708286285326;0.7493030602507363;1.1422311335266822;100000.0;9.695833333333333;0.0;-9.619999999999852
174.0;1.8889936419455988;0.751078839177933;1.1449381156337963;100000.0;11.191666666666668;0.0;-9.619999999999852
175.0;14.086134185567197;0.6911127110673534;1.0535262662520077;100000.0;10.395833333333334;0.0;-9.619999999999852
176.0;0.47883590528047604;0.935674342719823;1.4263339118607936;100000.0;11.1;0.0;-9.619999999999852
177.0;11.775063710365417;0.6436400955328546;0.9811594198717167;100000.0;11.725;0.0;-9.619999999999852
178.0;10.942977162457034;0.23893844030160394;0.3642357011293553;100000.0;10.704166666666666;0.0;-9.619999999999852
179.0;0.0;1.251358807245519;1.9075605915320186;100000.0;13.775;0.0;-9.619999999999852
180.0;7.722711406693245;0.8427627855693848;1.2847003341116763;100000.0;14.945833333333333;0.0;-9.619999999999852
181.0;5.888021699033817;1.3151581863229567;2.0048158156832914;100000.0;12.133333333333333;0.0;-9.619999999999852
182.0;0.0;1.406343982920477;2.1438186589043853;100000.0;13.379166666666668;0.0;
183.0;0.0;1.6946471341809073;2.5833055003878838;100000.0;16.408333333333335;0.0;
184.0;3.1795958535726534;0.9722783348448157;1.482132722294774;100000.0;14.616666666666667;0.0;-10.010000000000296
185.0;6.134221329336226;0.5028084491916257;0.7664768707534174;100000.0;12.758333333333333;0.0;-10.010000000000296
186.0;28.771318505084363;0.29258404515837416;0.4460125992829124;100000.0;10.325000000000001;0.0;-10.010000000000296
187.0;19.044056356711764;0.36952926399296454;0.5633072283739544;100000.0;10.9375;0.0;-10.010000000000296
188.0;3.1840175151344;1.1951056375221423;1.8218087439470099;100000.0;11.970833333333333;0.0;-10.010000000000296
189.0;0.0;1.9248801940522458;2.9342707945429027;100000.0;14.5625;0.0;
190.0;0.0;1.927336986865848;2.938015908354906;100000.0;15.35;0.0;
191.0;0.0;1.7808274029871245;2.714677960141645;100000.0;15.616666666666667;0.0;
192.0;0.0;1.344620839758821;2.0497284309066828;100000.0;15.475;0.0;-10.010000000000296
193.0;0.0;1.2495297326469363;1.9047723659623204;100000.0;16.466666666666665;0.0;
194.0;0.0;1.8999314637741445;2.896239164916205;100000.0;17.779166666666665;0.0;
195.0;1.4545961035600024;0.9938907894479767;1.515078562008016;100000.0;16.229166666666668;0.0;-10.010000000000296
196.0;8.925483545574824;1.6160035923715388;2.463421962376697;100000.0;15.441666666666668;0.0;-8.180000000000076
197.0;0.0;2.0768384566766778;3.165914661722851;100000.0;16.941666666666666;0.0;
198.0;0.0;1.0264757399790034;1.5647507800402112;100000.0;17.0125;0.0;-8.180000000000076
199.0;24.109752740755813;0.602831969042525;0.9189518632089271;100000.0;12.804166666666667;0.0;-8.180000000000076
200.0;21.17308577480511;0.28586618023726157;0.4357719438381665;100000.0;11.558333333333332;0.0;-8.180000000000076
201.0;0.5618119659170198;1.0786253656203924;1.6442472203582623;100000.0;12.845833333333333;0.0;-8.180000000000076
202.0;0.0;1.7979126291387135;2.7407225317828696;100000.0;13.166666666666666;0.0;
203.0;0.0;1.977787972419487;3.0149229563485274;100000.0;15.116666666666667;0.0;
204.0;4.9198772894378875;0.6657986039916763;1.0149376593809898;100000.0;14.950000000000001;0.0;-8.180000000000076
205.0;0.0;1.690263929385722;2.5766237807376147;100000.0;17.691666666666666;0.0;
206.0;25.752629798264238;0.4094035376744603;0.6240912278554557;100000.0;14.608333333333334;0.0;-8.180000000000076
207.0;15.153854157536706;0.8483455339042167;1.2932106276056807;100000.0;14.204166666666666;0.0;-8.180000000000076
208.0;0.0;1.8139521448955986;2.765173031502002;100000.0;16.345833333333335;0.0;
209.0;0.0;1.4801183097500898;2.256279607524505;100000.0;16.979166666666668;0.0;
210.0;1.3999999999999995;1.1985037377174366;1.8269887786269825;100000.0;16.275000000000002;0.0;-8.180000000000076
211.0;0.0;1.9086552199351003;2.9095375836961908;100000.0;17.429166666666667;0.0;
212.0;0.0;0.8939989971436316;1.362804373890296;100000.0;16.083333333333332;0.0;-5.659999999999887
213.0;19.30543460603701;0.23484461200558013;0.3579951045228686;100000.0;11.116666666666667;0.0;-5.659999999999887
214.0;8.219416073133527;0.5205814401044392;0.7935698650749795;100000.0;13.875;0.0;-5.659999999999887
215.0;0.0;1.3806643862331796;2.1046729028162883;100000.0;16.191666666666666;0.0;
216.0;0.0;2.0646473044583358;3.147330574247359;100000.0;19.341666666666665;0.0;
217.0;0.0;1.9309036838142968;2.943452950473764;100000.0;20.245833333333334;0.0;
218.0;5.2380122034600545;0.5893329865043544;0.8983741304543433;100000.0;18.154166666666665;0.0;-5.659999999999887
219.0;0.0;0.926289054736786;1.4120270596670346;100000.0;17.554166666666667;0.0;
220.0;5.185271165024496;1.0207395057442141;1.5560065139618293;100000.0;16.579166666666666;0.0;-5.659999999999887
221.0;0.0;1.9171182320788005;2.9224385265412844;100000.0;17.104166666666668;0.0;
222.0;0.0;1.9899285524261963;3.0334299519800343;100000.0;17.083333333333332;0.0;
223.0;0.0;1.9088436899026913;2.9098248856920548;100000.0;18.045833333333334;0.0;
224.0;0.0;1.500320158110231;2.2870751312262456;100000.0;19.05;0.0;
225.0;0.0;1.402328220291143;2.137697064928053;100000.0;18.599999999999998;0.0;
226.0;0.0;1.6391337902697711;2.4986814369011348;100000.0;19.462500000000002;0.0;
227.0;0.0;1.4423759358295516;2.198745457682893;100000.0;19.041666666666668;0.0;
228.0;0.0;1.5680416301291356;2.3903091600881647;100000.0;17.883333333333333;0.0;
229.0;0.0;0.8592625236248081;1.3098523927401744;100000.0;16.958333333333332;0.0;
230.0;0.8808305990536116;1.1329723410060601;1.7270932817072515;100000.0;15.654166666666667;0.0;-4.090000000000149
231.0;0.0;1.5927849728533519;2.4280276986961122;100000.0;16.095833333333335;0.0;
232.0;0.0;1.6425238318195752;2.503849187051307;100000.0;16.858333333333334;0.0;
233.0;0.0;1.388333139215924;2.1163630838350143;100000.0;17.233333333333334;0.0;
234.0;0.0;1.496326404811521;2.2809870880840157;100000.0;17.445833333333333;0.0;
235.0;0.0;1.7570879047950323;2.6784896734953385;100000.0;18.1375;0.0;
236.0;0.0;1.5870382000926737;2.419267367779603;100000.0;19.6875;0.0;
237.0;0.0;1.7128324135628756;2.611026983702011;100000.0;20.1125;0.0;
238.0;0.5;0.7956928017706058;1.2129472560826464;100000.0;18.395833333333332;0.0;-4.090000000000149
239.0;0.30366579548480477;1.2433612121095627;1.8953691263662764;100000.0;18.466666666666665;0.0;-4.090000000000149
240.0;42.80598527523213;0.23056811895948162;0.3514760553441164;100000.0;14.041666666666666;0.0;-10.069999999999911
241.0;5.103315834001236;0.9390421647920117;1.4314677908305993;100000.0;11.595833333333333;0.0;-10.069999999999911
242.0;0.14570271009022928;0.5613983494271876;0.8557908102118882;100000.0;12.466666666666667;0.0;-10.069999999999911
243.0;0.0;1.6449075865276723;2.507482962204138;100000.0;16.429166666666667;0.0;-10.069999999999911
244.0;0.0;1.6548694242775375;2.522668701898341;100000.0;18.670833333333334;0.0;
245.0;0.0;0.5839753038347283;0.8902069251225574;100000.0;17.495833333333334;0.0;-10.069999999999911
246.0;0.0;0.47200434902503496;0.719519365683599;100000.0;16.075;0.0;-10.069999999999911
247.0;0.0;0.9918487037823084;1.511965624201684;100000.0;16.8625;0.0;
248.0;0.0;1.5538720804811732;2.368709220605015;100000.0;17.604166666666668;0.0;
249.0;0.41343269140256345;0.8230163573647122;1.2545990489737526;100000.0;17.3875;0.0;-10.069999999999911
250.0;6.4927146433772664;0.41968398194098305;0.6397626485804407;100000.0;13.0;0.0;-10.069999999999911
251.0;0.0;1.287912767613837;1.9632831339868984;100000.0;13.066666666666668;0.0;
252.0;0.0;1.484366104640899;2.262754909482426;100000.0;14.604166666666666;0.0;
253.0;0.0;0.9186076927908264;1.400317657653347;100000.0;11.5875;0.0;
254.0;0.0;1.3886264167839908;2.1168101536346473;100000.0;13.379166666666668;0.0;
255.0;13.150584526382778;1.4205290752681734;2.1654422915451863;100000.0;18.733333333333334;0.0;-6.329999999999725
256.0;26.968365242580898;0.27846825935952074;0.42449461694843643;100000.0;12.512500000000001;0.0;-6.329999999999725
257.0;0.0;0.7381662714101944;1.125254308506212;100000.0;9.191666666666666;0.0;
258.0;0.0;1.190888756828577;1.8153805673251957;100000.0;8.895833333333334;0.0;
259.0;0.0;1.285287445934744;1.9592811162233796;100000.0;11.804166666666667;0.0;
260.0;0.0;1.304573378624244;1.988680425962853;100000.0;13.795833333333334;0.0;
261.0;0.0;1.2793377608198437;1.9502114674611748;100000.0;13.529166666666667;0.0;
262.0;0.0;1.2916020416177798;1.96890703151376;100000.0;13.920833333333334;0.0;
263.0;0.3394534986798763;0.14390756099220064;0.2193714469285326;100000.0;11.270833333333334;0.0;-6.329999999999725
264.0;0.0;0.4473559729024156;0.6819455933454607;100000.0;10.995833333333332;0.0;
265.0;0.0;1.0572229820768397;1.6116216111595696;100000.0;10.329166666666667;0.0;
266.0;0.0;0.8997627074808039;1.37159052430258;100000.0;10.775;0.0;
267.0;0.0;0.7993128856692572;1.2184656808087309;100000.0;10.841666666666667;0.0;
268.0;0.0;0.271565319323655;0.4139718345922624;100000.0;8.541666666666666;0.0;
269.0;0.0;0.6231578971102737;0.9499365329486148;100000.0;9.545833333333333;0.0;
270.0;0.0;1.0045130998948502;1.5312711205948506;100000.0;10.033333333333333;0.0;
271.0;0.0;1.0539355878498073;1.6066103357044346;100000.0;10.616666666666667;0.0;
272.0;0.0;1.1102875062033857;1.692512714851094;100000.0;11.391666666666666;0.0;
273.0;0.0;0.9689114414807485;1.4770002590396325;100000.0;13.962499999999999;0.0;
274.0;0.0;1.0902071377500362;0.9278953608657355;100000.0;14.708333333333334;0.0;
275.0;0.0;1.2616158982595918;1.0737845118181022;100000.0;16.320833333333333;0.0;
276.0;0.0;1.2387843600324542;1.054352169404612;100000.0;10.229166666666666;0.0;
277.0;0.0;1.3213300101287286;1.12460829150454;100000.0;9.045833333333333;0.0;
278.0;0.0;1.4748819181016044;1.2552991465966863;100000.0;11.533333333333333;0.0;
279.0;0.0;1.3477095347472094;1.1470603904385535;100000.0;12.783333333333333;0.0;
280.0;1.6245221543198622;0.4892902287703718;0.4164439193912693;100000.0;14.795833333333334;0.0;-7.57999999999992
281.0;0.0;1.0348340936209859;0.8807663438328825;100000.0;15.929166666666667;0.0;
282.0;0.0;1.0934725072984286;0.9306745769894886;100000.0;18.820833333333333;0.0;
283.0;11.242274055499305;0.3037683326652316;0.2585428189726403;100000.0;15.516666666666666;0.0;-7.57999999999992
284.0;1.8308098310485934;0.3986893192220691;0.3393318177097617;100000.0;10.487499999999999;0.0;-7.57999999999992
285.0;54.998316624745186;0.2554098969707121;0.21738406428655888;100000.0;8.674999999999999;0.0;-7.57999999999992
