;[mm/day];[-];[-];[cm];[degC];[K];[g/l]
tAtm;Prec;rSoil;rRoot;hCritA;tTop;Ampl;cTop
1;1.3999999999999981;0.05;0.03;100000;6.570833333333333;0;0.0
2;30.195413558887864;0.07285646101817406;0.042900313457938266;100000;10.0625;0;0.0
3;1.3999999999999992;0.3888478683917058;0.22896659003645614;100000;7.216666666666666;0;0.0
4;28.67518183896322;0.1669493329032319;0.09830533370754488;100000;3.8541666666666665;0;0.0
5;0.0;0.07443424811298664;0.043829367106597725;100000;-3.7541666666666664;0;0.0
6;0.0;0.08516668289742871;0.05014898255298334;100000;-4.5125;0;0.0
7;0.0;0.1335553393128985;0.07864183684512772;100000;-6.804166666666667;0;0.0
8;0.0;0.1293978721106457;0.07619378153643996;100000;-8.483333333333333;0;0.0
9;0.0;0.08943851221252942;0.052664378086825094;100000;-8.625;0;0.0
10;0.0;0.07311465683924087;0.043052347766254905;100000;-9.691666666666666;0;0.0
11;0.0;0.07771264097542546;0.04575979413354059;100000;-8.670833333333333;0;0.0
12;0.0;0.15105132161250867;0.08894405458145975;100000;-11.166666666666666;0;0.0
13;0.0;0.19153021652097393;0.11277937756772058;100000;-6.516666666666667;0;0.0
14;11.54333130964382;0.36274506027904146;0.21359638628903038;100000;1.6916666666666667;0;0.0
15;0.0;0.42559420335890646;0.2506040572767338;100000;1.7166666666666666;0;0.0
16;0.5015669736452965;0.0851952606880051;0.05016581010892731;100000;1.45;0;0.0
17;0.0;0.4251503087901364;0.2503426773541245;100000;-0.9249999999999999;0;0.0
18;0.0;0.5579228335252195;0.3285235668749052;100000;0.3416666666666666;0;0.0
19;0.49999999999999917;0.5644537355336644;0.33236917973352964;100000;0.5708333333333333;0;0.0
20;0.0999999999999996;0.5252720468204245;0.3092976950070062;100000;2.341666666666667;0;0.0
21;0.0;0.24417884430811884;0.14378064504124524;100000;2.1708333333333334;0;0.0
22;1.4759119255644055;0.4588455600070068;0.2701835647517038;100000;3.6750000000000003;0;0.0
23;16.920677326158376;0.2797747944459021;0.16474072733735226;100000;1.9791666666666667;0;0.0
24;8.133683204652387;0.060971044877212076;0.0359017841456496;100000;0.5499999999999999;0;0.0
25;0.0;0.1211260728485479;0.07132307032914406;100000;-1.3541666666666667;0;0.0
26;0.0;0.1486752930408283;0.08754496973592109;100000;-1.0625;0;0.0
27;6.189247895153594;0.13513969692405825;0.07957475943288926;100000;2.9958333333333336;0;0.0
28;9.350783486822646;0.14128806345017708;0.08319512264486295;100000;4.158333333333333;0;0.0
29;0.0;0.20477666792538166;0.12057932982333017;100000;-0.39166666666666666;0;0.0
30;0.0;0.1889491115917043;0.11125953692509212;100000;-1.9875;0;0.0
31;0.0;0.14479949588065003;0.08526277113956657;100000;-5.954166666666667;0;0.0
32;0.0;0.3268116459413651;0.19243759382015452;100000;-10.933333333333332;0;0.0
33;0.0;0.3453034943871287;0.20332621074792512;100000;-1.9625000000000001;0;0.0
34;60.85564920006425;0.16463876567373636;0.09694479468292395;100000;1.45;0;0.0
35;0.0;0.05915706929465286;0.0348336548403101;100000;-1.3625;0;0.0
36;0.0;0.07393619380187963;0.04353609612188384;100000;-3.1041666666666665;0;0.0
37;0.0;0.16618932372545733;0.09785781496312898;100000;-3.2541666666666664;0;0.0
38;0.0;0.49946018563289;0.2940988105099704;100000;-5.354166666666667;0;0.0
39;0.0;0.2981086640527526;0.17553632105737463;100000;-1.0291666666666666;0;0.0
40;0.0;0.1988527039640349;0.11709110232361794;100000;-1.3291666666666666;0;0.0
41;0.0;0.4409261592820873;0.25963202412875636;100000;-2.1625;0;0.0
42;0.0;0.20087472050212404;0.11828173308016157;100000;-3.4333333333333336;0;0.0
43;0.0;0.12097444225977355;0.07123378518274354;100000;-6.4875;0;0.0
44;0.0;0.24216576210736232;0.14259527512041545;100000;-7.079166666666667;0;0.0
45;0.0;0.23659521406371248;0.13931515069678374;100000;-7.3875;0;0.0
46;0.0;0.24315066885635794;0.1431752210533947;100000;-7.533333333333334;0;0.0
47;0.0;0.16463435113361125;0.09694219525450687;100000;-6.3125;0;0.0
48;0.0;0.21110727134698304;0.12430700019558238;100000;-6.816666666666666;0;0.0
49;0.0;0.2673617043741045;0.15743148602066384;100000;-8.983333333333333;0;0.0
50;0.0;0.32839850455551184;0.19337198908186432;100000;-8.929166666666665;0;0.0
51;0.0;0.7623024290457561;0.4488690872269092;100000;-8.241666666666667;0;0.0
52;0.0;0.8194151454292853;0.48249895890948435;100000;-5.6375;0;0.0
53;0.0;0.8133006869122752;0.4788985618638488;100000;-6.558333333333334;0;0.0
54;0.0;0.9147840672290017;0.5386553598954291;100000;-3.75;0;0.0
55;0.0;0.9902768332330327;0.5831080176298178;100000;-2.9958333333333336;0;0.0
56;0.0;1.1022372830998395;0.6490340635432974;100000;-2.125;0;0.0
57;43.550545511289634;1.0772536264695705;0.6343228535039205;100000;1.9375;0;0.0
58;0.0;1.1797604970630937;0.6946823167361175;100000;2.625;0;0.0
59;0.0;0.9849378065206933;0.5799642206855422;100000;4.2124999999999995;0;0.0
60;0.0;0.8903361998325093;0.7577815268577263;100000;6.241666666666667;0;0.0
61;14.643160141758917;0.5817414853661456;0.49513088550164447;100000;5.0874999999999995;0;0.0
62;9.686252588846214;0.3636880598555909;0.30954160164344563;100000;1.3;0;0.0
63;0.0;1.0291256521102574;0.8759077841957572;100000;1.2874999999999999;0;0.0
64;0.0;1.1476052984147591;0.9767479918556035;100000;5.970833333333334;0;0.0
65;11.491752249865918;0.46909000472168944;0.3992511369060033;100000;5.341666666666668;0;0.0
66;0.9795531100066708;0.6512728583467575;0.5543103168127315;100000;1.9791666666666667;0;0.0
67;0.0;0.4951074014675009;0.421395022142404;100000;3.908333333333333;0;0.0
68;0.0;0.8048221328234458;0.6849989304878016;100000;5.0625;0;0.0
69;0.0;1.3974895986540241;1.189429119062053;100000;7.933333333333334;0;0.0
70;0.0;1.2834427979796055;1.0923617879071954;100000;12.3125;0;0.0
71;17.490244169992586;0.3745828544853183;0.31881436187814044;100000;8.466666666666667;0;0.0
72;0.0;0.7280918446919599;0.6196923699913858;100000;3.35;0;0.0
73;0.0;1.0512830200054233;0.8947663278311904;100000;0.0833333333333333;0;0.0
74;0.0;1.0258354219170245;0.873107408719605;100000;0.15;0;0.0
75;0.0;0.7746657635081188;0.6593322895171739;100000;0.3291666666666666;0;0.0
76;0.0;1.136650046774247;0.9674237755462817;100000;1.25;0;0.0
77;0.0;1.2724946313855698;1.0830436018113343;100000;2.3666666666666667;0;0.0
78;0.0;1.2916474595259657;1.0993449263610977;100000;3.0;0;0.0
79;0.0;1.442874710111451;1.2280572227641005;100000;5.020833333333333;0;0.0
80;0.0;1.291911620050189;1.0995697582452995;100000;3.7375000000000003;0;0.0
81;0.0;1.1777448354488385;1.0024003065618527;100000;1.5625;0;0.0
82;0.0;1.4264570602163154;1.2140838587615;100000;3.6208333333333336;0;0.0
83;0.0;1.5753217601446594;1.3407853448160254;100000;7.616666666666667;0;0.0
84;0.0;1.5219220605038386;1.2953358775977122;100000;7.545833333333333;0;0.0
85;0.0;1.455341642802905;1.2386680586392895;100000;7.429166666666667;0;0.0
