;[mm/day];[-];[-];[cm];[degC];[K];[g/l]
tAtm;Prec;rSoil;rRoot;hCritA;tTop;Ampl;cTop
1;0.0;0.05;0.03;100000;5.3125;0;0.0
2;0.0;0.4229986235092256;0.24907569331833837;100000;4.391666666666667;0;0.0
3;3.987158904051964;0.2944416210743527;0.17337704388362;100000;5.2625;0;0.0
4;1.4999999999999982;0.2991155749230577;0.17612922375065146;100000;7.970833333333334;0;0.0
5;0.0;0.43480872905271034;0.25602987723979515;100000;5.845833333333334;0;0.0
6;0.0;0.548797318315239;0.3231501592525436;100000;6.370833333333334;0;0.0
7;0.39999999999999897;0.4815871032888163;0.2835745436940316;100000;10.85;0;0.0
8;34.4330336547528;0.21375689239384305;0.12586718541274095;100000;5.720833333333334;0;0.0
9;5.1068240228643536;0.11789555301696845;0.0694208325389737;100000;1.9000000000000001;0;0.0
10;0.0;0.06960041814947025;0.040983046852509364;100000;-0.4916666666666667;0;0.0
11;0.0;0.04234978151085774;0.024936963397629068;100000;-0.48333333333333334;0;0.0
12;0.0;0.24885506567024043;0.14653416009578077;100000;-4.3875;0;0.0
13;0.0;0.12018249656633082;0.07076746115306162;100000;-1.2041666666666666;0;0.0
14;19.508969558397162;0.1409935393818006;0.08302169705325885;100000;1.3708333333333333;0;0.0
15;0.0;0.5135087217068797;0.3023710569624706;100000;1.5291666666666668;0;0.0
16;0.0;0.42720595076428597;0.2515531078885738;100000;4.504166666666666;0;0.0
17;0.0;0.5376745490766037;0.3166007018648352;100000;1.3166666666666667;0;0.0
18;0.0;0.49860219986047677;0.29359359987985484;100000;0.4333333333333333;0;0.0
19;0.0;0.5765959063284771;0.33951889474682617;100000;-0.08749999999999998;0;0.0
20;0.0;0.6361566034479078;0.3745902191082923;100000;0.7666666666666666;0;0.0
21;0.0;0.6568221009620847;0.38675875308225627;100000;0.4458333333333333;0;0.0
22;0.0;0.6538368363583974;0.3850009297476707;100000;-0.45;0;0.0
23;0.0;0.6828468013759673;0.4020829644123399;100000;-0.07499999999999997;0;0.0
24;0.0;0.6253904517031644;0.36825074999147633;100000;2.575;0;0.0
25;0.0;0.48080147669500745;0.2831119405609082;100000;5.066666666666667;0;0.0
26;25.23491393129203;0.34890232994085635;0.20544532511583238;100000;5.954166666666667;0;0.0
27;9.832973674955682;0.1425324031620009;0.08392783135647723;100000;0.9791666666666666;0;0.0
28;23.77631011393282;0.12630593865702108;0.0743731480264141;100000;0.8958333333333334;0;0.0
29;0.0;0.197223609766651;0.11613183734226173;100000;-2.4125;0;0.0
30;0.0;0.1151208009481867;0.06778696600393701;100000;-7.8125;0;0.0
31;0.0;0.16125480610298745;0.094952206458279;100000;-7.683333333333334;0;0.0
32;0.0;0.2697607778941929;0.1588441405001994;100000;-8.875;0;0.0
33;0.0;0.38950652102908534;0.22935442667041547;100000;-4.675;0;0.0
34;0.0;0.3659675570050763;0.2154938998071464;100000;-1.7958333333333334;0;0.0
35;22.508874927654723;0.3237594387453616;0.1906403524551854;100000;3.3041666666666667;0;0.0
36;19.302857709213704;0.10813492427157974;0.06367344889074399;100000;2.7875;0;0.0
37;5.372514401604466;0.14834417906135253;0.08734999878466568;100000;0.125;0;0.0
38;0.0;0.15988466569567733;0.09414542210266325;100000;-0.14583333333333334;0;0.0
39;0.0;0.2608632337086589;0.15360496981813662;100000;-4.483333333333333;0;0.0
40;0.0;0.055947434443032316;0.03294371482269524;100000;-3.2916666666666665;0;0.0
41;0.0;0.14087364856669649;0.08295110134387611;100000;-7.820833333333333;0;0.0
42;0.0;0.1646876869200465;0.09697360114390394;100000;-6.733333333333333;0;0.0
43;0.0;0.21723682225408947;0.12791628414372336;100000;-9.541666666666666;0;0.0
44;0.0;0.20148770053230358;0.1186426761601665;100000;-8.916666666666666;0;0.0
45;0.0;0.3458949620348768;0.2036744866198796;100000;-7.55;0;0.0
46;0.0;0.7506280622391185;0.4419948307995655;100000;-6.991666666666667;0;0.0
47;0.0;0.26859058599291885;0.15815509249170398;100000;-0.28750000000000003;0;0.0
48;0.0;0.17082044370160127;0.1005847728178117;100000;-0.44166666666666665;0;0.0
49;13.710687780257606;0.1887876173630128;0.11116444373863081;100000;0.6583333333333333;0;0.0
50;160.68445904737774;0.28564971283468005;0.16820007516863808;100000;3.4125;0;0.0
