;[mm/day];[-];[-];[cm];[degC];[K];[g/l]
tAtm;Prec;rSoil;rRoot;hCritA;tTop;Ampl;cTop
1;0.0;0.05;0.03;100000;-10.783333333333333;0;0.0
2;0.0;0.4483386182063708;0.2639967270926641;100000;-7.783333333333334;0;0.0
3;0.0;0.3243642744802464;0.19099649990257028;100000;-8.116666666666667;0;0.0
4;0.0;0.19553638139784424;0.11513834102243803;100000;-8.2;0;0.0
5;0.0;0.39604057479525245;0.23320189538907402;100000;-8.691666666666666;0;0.0
6;0.0;0.38345214610630446;0.22578940884839432;100000;-9.674999999999999;0;0.0
7;0.0;0.13184757701763444;0.07763624946475522;100000;-4.3999999999999995;0;0.0
8;0.0;0.31801149568231785;0.187255771929356;100000;-5.891666666666667;0;0.0
9;0.0;0.3533818491947482;0.2080830154105187;100000;-8.420833333333333;0;0.0
10;0.0;0.49262041137975426;0.29007132337512503;100000;-6.254166666666666;0;0.0
11;0.0;0.44263453890444;0.26063797501190183;100000;-3.5041666666666664;0;0.0
12;0.0;0.2229849636208779;0.13130098143740956;100000;-0.004166666666666615;0;0.0
13;0.0;0.39948658927706104;0.23523102361441162;100000;-4.1499999999999995;0;0.0
14;0.0;0.09898625812036928;0.05828640922227788;100000;-4.2250000000000005;0;0.0
15;0.0;0.26061736612868686;0.15346019478922995;100000;-6.9875;0;0.0
16;0.0;0.2730829569227894;0.16080035028171247;100000;-3.85;0;0.0
17;0.0;0.13437103979656675;0.07912214848733651;100000;-0.9249999999999999;0;0.0
18;0.0;0.4116701058939061;0.24240508442629033;100000;-2.433333333333333;0;0.0
19;17.200206446946694;0.2958775206520381;0.17422254943132234;100000;0.8791666666666668;0;0.0
20;0.0;0.46671913343121224;0.2748197873078371;100000;4.425;0;0.0
21;1.8999999999999995;0.5127816395647337;0.30194292675449974;100000;4.720833333333333;0;0.0
22;0.0;0.4880298573443013;0.28736825209888767;100000;5.325;0;0.0
23;0.2507834868226482;0.33693224970118074;0.19839694275931552;100000;3.1166666666666667;0;0.0
24;3.316951849345818;0.21865819567153622;0.1287532362039399;100000;5.3125;0;0.0
25;0.0999999999999996;0.36558754064932325;0.21527013350621554;100000;5.108333333333333;0;0.0
26;3.41833591064699;0.6886425223143074;0.4054956781441736;100000;7.2749999999999995;0;0.0
27;21.623130495646986;0.13568441153765778;0.07989550555947797;100000;8.845833333333333;0;0.0
28;0.0;0.4683764056083577;0.2757956444231988;100000;9.904166666666667;0;0.0
29;0.0;0.47220510890962797;0.2780501125852053;100000;4.445833333333334;0;0.0
30;0.0;0.8048143702678467;0.4739015356693088;100000;7.6000000000000005;0;0.0
31;0.0;0.6577958098536193;0.38733210534339885;100000;8.058333333333334;0;0.0
32;0.2999999999999994;0.5963661715818477;0.3511602861164208;100000;6.804166666666667;0;0.0
33;0.0;0.8203100223300674;0.4830258922660228;100000;6.341666666666666;0;0.0
34;0.0;0.8807913043653623;0.5186392877204751;100000;6.670833333333333;0;0.0
35;0.0;0.615817784787921;0.36261404453593776;100000;6.8;0;0.0
36;0.0;0.4562820003359589;0.26867405534211763;100000;9.5625;0;0.0
37;16.494079219986922;0.09930135120588346;0.05847194653699339;100000;3.1374999999999997;0;0.0
38;3.6360839994087213;0.1567312981689351;0.0922886141620253;100000;0.8624999999999999;0;0.0
39;14.851213329207644;0.1686165456658399;0.0992870441710701;100000;3.6875;0;0.0
40;3.543819937297262;0.4962649402359959;0.2922173434830776;100000;8.020833333333334;0;0.0
41;4.999999999999999;0.30034261205912205;0.1768517441287489;100000;5.083333333333333;0;0.0
42;0.0;0.44426933296916155;0.2616005962651938;100000;7.2625;0;0.0
43;0.0;0.7648835695808639;0.45038894883544234;100000;9.416666666666666;0;0.0
44;0.0;0.6521953907272785;0.3840343918303047;100000;8.983333333333333;0;0.0
45;0.0;0.05701808152660977;0.03357414752346617;100000;3.858333333333333;0;0.0
46;0.0;0.10704557509107081;0.0630320037717267;100000;-0.44166666666666665;0;0.0
47;0.0;0.21302418025716688;0.1254357400762731;100000;-0.14166666666666666;0;0.0
48;0.0;0.5403560561309111;0.31817966262633535;100000;0.20416666666666664;0;0.0
49;1.394754912594903;0.861894770251585;0.5075123783781802;100000;1.5041666666666667;0;0.0
50;5.296736365103186;0.42438261421019724;0.24989063318866425;100000;1.4666666666666668;0;0.0
51;17.550973041379716;0.18780002193908374;0.11058291462420383;100000;4.029166666666667;0;0.0
52;0.0;0.20168157156370684;0.11875683388758533;100000;-1.3291666666666666;0;0.0
53;0.0;0.40676572727094273;0.23951722276925683;100000;-1.8458333333333332;0;0.0
54;37.261715843794846;0.25666401328063476;0.15113232881796132;100000;4.170833333333333;0;0.0
55;8.666308365204475;0.4655581190063985;0.27413614330348074;100000;0.20833333333333334;0;0.0
56;8.62788001024121;0.4085475495038343;0.24056641911024168;100000;3.858333333333333;0;0.0
57;0.9999999999999991;0.5600203806621871;0.3297586725664411;100000;8.025;0;0.0
58;25.125978277113415;0.15027499295352956;0.08848692638237968;100000;6.325;0;0.0
59;20.361488188368757;0.6330021890123216;0.37273279471282056;100000;4.604166666666667;0;0.0
60;3.3992471631440484;0.5707736617377182;0.4857959689420128;100000;3.6999999999999997;0;0.0
61;17.688471558169223;0.35311033488482574;0.3005387052313539;100000;2.3916666666666666;0;0.0
62;0.5684165115805467;0.24598603065844543;0.2093632382161869;100000;0.7958333333333334;0;0.0
63;0.0;0.9819455638452186;0.8357519426951092;100000;0.016666666666666653;0;0.0
64;0.0;0.8055131835505237;0.6855870964808274;100000;2.275;0;0.0
65;0.0;0.8258972726772991;0.7029363699182072;100000;4.1375;0;0.0
66;0.0;0.8799427236726669;0.7489354479998225;100000;7.0625;0;0.0
67;0.0;1.1480836643539412;0.9771551379110578;100000;6.295833333333333;0;0.0
68;0.0;1.0031283654668757;0.853781015037673;100000;7.458333333333333;0;0.0
69;0.0;1.1489678910400098;0.9779077195183018;100000;5.9375;0;0.0
70;0.0;1.364003979309928;1.1609288921150644;100000;6.883333333333333;0;0.0
71;0.0;1.0975184433910858;0.9341181476658684;100000;8.183333333333334;0;0.0
72;0.0;1.4209732341593495;1.2094164734712562;100000;9.829166666666667;0;0.0
73;0.0;0.6299775849843389;0.5361855177014946;100000;7.4375;0;0.0
74;0.0;1.1288074525115939;0.9607487992216114;100000;5.7375;0;0.0
75;0.0;1.2394986785794246;1.0549601390674066;100000;6.841666666666666;0;0.0
76;0.0;1.35397541634324;1.152393397592304;100000;8.445833333333333;0;0.0
77;0.6239145610024884;1.397703274648105;1.189610982633452;100000;10.049999999999999;0;0.0
78;40.98835988681071;0.14495904754124825;0.12337731342195608;100000;9.870833333333334;0;0.0
79;11.759152422494854;0.63234340816255;0.5381991133528873;100000;11.545833333333334;0;0.0
80;5.696895128732807;0.8953852577389944;0.762078872972923;100000;11.408333333333333;0;0.0
81;13.899999999999997;0.3732490226876789;0.3176791130851826;100000;6.7;0;0.0
82;9.347388488203721;0.47717011040124563;0.40612826356914206;100000;1.1125;0;0.0
83;0.0;0.4241943619700121;0.361039629028389;100000;-0.7708333333333334;0;0.0
84;0.0;0.607263805088286;0.5168534015710046;100000;-0.8250000000000001;0;0.0
85;0.0;1.1624442964898472;0.9893777362381124;100000;-1.5999999999999999;0;0.0
86;0.0;0.6867007860312829;0.5844636781376277;100000;-0.06666666666666668;0;0.0
87;5.727733179730045;1.336036985313997;1.1371256687755618;100000;1.2541666666666667;0;0.0
88;0.0;1.658292500450266;1.41140326901716;100000;4.258333333333334;0;0.0
89;0.0;0.8522842043508184;0.7253947731330955;100000;5.266666666666667;0;0.0
90;0.0;1.6363342107658352;1.3927141645110392;100000;6.4750000000000005;0;0.0
91;0.0;1.2738356574894427;1.4734476949411384;100000;6.416666666666667;0;0.0
92;0.0;1.5239355906330831;1.7627386783021408;100000;8.2125;0;0.0
93;0.0;1.5034203037406626;1.7390086139057108;100000;9.295833333333333;0;0.0
94;0.0;1.4811467449087414;1.713244753610175;100000;7.745833333333334;0;0.0
95;0.0;1.282240197346757;1.4831692393232507;100000;4.695833333333334;0;0.0
96;0.0;1.2740782875148051;1.4737283454704997;100000;2.6416666666666666;0;0.0
97;0.0;0.9612569646860091;1.1118874326804233;100000;2.216666666666667;0;0.0
98;1.4994717510275035;0.29453142124887766;0.3406849550610048;100000;3.345833333333333;0;0.0
99;0.0;1.1207745960645317;1.2964017260865195;100000;3.404166666666667;0;0.0
100;0.0;1.1276056896001019;1.30430326265031;100000;3.5708333333333333;0;0.0
101;0.0;0.675720748789434;0.7816072457022921;100000;4.125;0;0.0
102;0.3809094092315386;0.7646482229748015;0.8844697940106112;100000;7.9624999999999995;0;0.0
103;17.38324829247926;0.12000860113715735;0.13881413640685475;100000;6.833333333333333;0;0.0
104;14.087327922158769;0.36237244758021353;0.419156776196359;100000;3.1875;0;0.0
105;2.988523163751095;0.8124275242960707;0.9397361864873862;100000;1.9625000000000001;0;0.0
106;0.0;0.8896853205751385;1.0291004001316946;100000;3.4416666666666664;0;0.0
107;0.0;0.6898971908258539;0.798005158351556;100000;5.5375000000000005;0;0.0
108;0.0;1.2870746430041162;1.4887612501672502;100000;6.8625;0;0.0
109;0.01848413398851667;0.8174667107232685;0.9455650212996938;100000;6.7625;0;0.0
110;3.655309531454079;0.6870251202860885;0.7946830298716029;100000;4.283333333333333;0;0.0
111;0.0;1.0142056303901144;1.17313323701415;100000;7.579166666666667;0;0.0
112;0.0;1.3446801103113504;1.5553935841899416;100000;7.933333333333334;0;0.0
113;0.0;1.7014840946216283;1.968109310223188;100000;10.479166666666666;0;0.0
114;31.630447058544103;0.24210604143491365;0.28004443633385556;100000;9.366666666666667;0;0.0
115;4.17026108443287;1.1239143975781376;1.30003353940215;100000;11.4125;0;0.0
116;17.382427076580502;1.1380000114204254;1.3163263909373741;100000;11.9;0;0.0
117;2.0932491945912455;1.403496563912511;1.623426667950561;100000;7.270833333333333;0;0.0
118;0.0;1.6002141924016526;1.8509702561265065;100000;9.170833333333333;0;0.0
119;0.0;0.5201571048421584;0.601666535734643;100000;8.945833333333333;0;0.0
120;0.0;1.939016541837224;2.242863462978916;100000;11.008333333333333;0;0.0
121;0.0;0.7077775425023306;1.0789299918068394;100000;11.325000000000001;0;0.0
122;3.5276099214911363;0.2569451195225723;0.3916849278958063;100000;7.608333333333333;0;0.0
123;34.39008438108981;0.18354413047333668;0.27979309217364506;100000;6.729166666666667;0;0.0
124;9.43751276111785;0.20391936208960118;0.3108529198181854;100000;4.695833333333334;0;0.0
125;0.3371129265688214;0.43398807248930116;0.6615676810536918;100000;5.358333333333333;0;0.0
126;0.0;0.8583174182396176;1.308411682228373;100000;6.620833333333334;0;0.0
127;0.0;1.4534517637317312;2.215629354373799;100000;9.745833333333334;0;0.0
128;0.0;0.9314856085713991;1.41994864159005;100000;12.875;0;0.0
129;0.0;1.0536276091825276;1.6061408556757377;100000;15.520833333333334;0;0.0
130;0.0;1.3417533195282896;2.045357207756687;100000;12.766666666666666;0;0.0
131;0.0513367316835418;0.7066888386972865;1.0772703811001991;100000;11.270833333333334;0;0.0
132;22.854456957589868;0.8764356781902235;1.33603100169837;100000;11.508333333333333;0;0.0
133;2.2774471041684943;1.2268943746350847;1.8702672211000964;100000;12.141666666666666;0;0.0
134;0.0;1.4892852206372655;2.270253567553566;100000;13.5;0;0.0
135;0.0;1.9324008569591673;2.9457352283251037;100000;12.333333333333334;0;0.0
136;0.0;2.0779540146523257;3.1676152086959446;100000;15.924999999999999;0;0.0
137;0.0;2.0969848553327517;3.1966256583731343;100000;19.066666666666666;0;0.0
138;9.142952236034485;1.041118689558714;1.5870723663033315;100000;15.174999999999999;0;0.0
139;2.0186671970391905;0.40383168909714634;0.6155975498579647;100000;10.316666666666666;0;0.0
140;0.0;1.3587018060105411;2.071193334623306;100000;12.208333333333334;0;0.0
141;0.0;1.9931476374097907;3.0383370974126174;100000;14.516666666666666;0;0.0
142;0.0;1.5679522074403616;2.3901728449113295;100000;17.07916666666667;0;0.0
143;11.57597759615918;0.2814147035894159;0.42898615116352434;100000;10.979166666666666;0;0.0
144;3.1701502150395817;1.026092494199149;1.5641665634731572;100000;10.0375;0;0.0
