YYYY	MM	DD	hh	mm	RS
1985	1	1	0	0	1.7963711156883024
1985	1	2	0	0	1.8846999428947837
1985	1	3	0	0	1.3608565167104438
1985	1	4	0	0	3.4988122390972896
1985	1	5	0	0	2.88510664084916
1985	1	6	0	0	1.6915209169140317
1985	1	7	0	0	2.4714252919408985
1985	1	8	0	0	2.288850752099935
1985	1	9	0	0	2.1907513714736684
1985	1	10	0	0	1.9981335284801016
1985	1	11	0	0	2.645775666819982
1985	1	12	0	0	2.8184109573055363
1985	1	13	0	0	1.6612484912166932
1985	1	14	0	0	2.5186535137488817
1985	1	15	0	0	3.83153621847817
1985	1	16	0	0	4.252181086922749
1985	1	17	0	0	2.4720565972065756
1985	1	18	0	0	4.585964783795707
1985	1	19	0	0	5.064976859036181
1985	1	20	0	0	5.17898366874358
1985	1	21	0	0	5.123747466858701
1985	1	22	0	0	3.8372274725299347
1985	1	23	0	0	3.949324769887252
1985	1	24	0	0	4.213394318613733
1985	1	25	0	0	5.921402072162881
1985	1	26	0	0	3.4542299634113807
1985	1	27	0	0	3.4195361374366042
1985	1	28	0	0	5.5327664365041
1985	1	29	0	0	4.852981124675549
1985	1	30	0	0	6.817525039115678
1985	1	31	0	0	8.553088685838011
1985	2	1	0	0	6.7776748151842225
1985	2	2	0	0	6.039965548790568
1985	2	3	0	0	5.396910130171535
1985	2	4	0	0	8.162353029645152
1985	2	5	0	0	5.58247893678966
1985	2	6	0	0	3.9526518579561687
1985	2	7	0	0	4.9848138592039355
1985	2	8	0	0	8.775886934603522
1985	2	9	0	0	8.289379780838722
1985	2	10	0	0	4.067077322033012
1985	2	11	0	0	8.590291944105905
1985	2	12	0	0	5.196533877101543
1985	2	13	0	0	7.558013938040081
1985	2	14	0	0	8.909978151419597
1985	2	15	0	0	3.906835949962515
1985	2	16	0	0	6.807306479070031
1985	2	17	0	0	10.949372633613573
1985	2	18	0	0	10.798671362483894
1985	2	19	0	0	11.283175870020893
1985	2	20	0	0	11.339231746380394
1985	2	21	0	0	11.713357295966391
1985	2	22	0	0	12.123922917178398
1985	2	23	0	0	12.611212458082443
1985	2	24	0	0	13.22470529010746
1985	2	25	0	0	12.042783519098197
1985	2	26	0	0	5.594190031184849
1985	2	27	0	0	7.637580890880122
1985	2	28	0	0	4.368939532478016
1985	3	1	0	0	7.502051053771034
1985	3	2	0	0	8.071038987082298
1985	3	3	0	0	4.839091605092318
1985	3	4	0	0	4.401613082995891
1985	3	5	0	0	3.837221990465771
1985	3	6	0	0	6.120476525734669
1985	3	7	0	0	15.987340153433925
1985	3	8	0	0	14.95160747672
1985	3	9	0	0	11.453262535972657
1985	3	10	0	0	7.291261985673551
1985	3	11	0	0	9.863051011734125
1985	3	12	0	0	12.205742605803707
1985	3	13	0	0	6.624229594612072
1985	3	14	0	0	14.419052357161018
1985	3	15	0	0	6.870043614596855
1985	3	16	0	0	11.748882243599136
1985	3	17	0	0	11.241728052298733
1985	3	18	0	0	13.33822761794042
1985	3	19	0	0	13.592844551017873
1985	3	20	0	0	13.620913526116427
1985	3	21	0	0	14.953713280183498
1985	3	22	0	0	12.213596077774014
1985	3	23	0	0	18.442836031762628
1985	3	24	0	0	17.15468429919099
1985	3	25	0	0	3.4057550218988877
1985	3	26	0	0	11.997872394043249
1985	3	27	0	0	18.823594286326205
1985	3	28	0	0	18.26687787540774
1985	3	29	0	0	18.221405029474262
1985	3	30	0	0	9.903693854714515
1985	3	31	0	0	19.86262657387203
1985	4	1	0	0	18.79023699368931
1985	4	2	0	0	19.141230435221782
1985	4	3	0	0	19.71010758596878
1985	4	4	0	0	19.221085486879808
1985	4	5	0	0	12.68923933648129
1985	4	6	0	0	19.605044561613788
1985	4	7	0	0	15.126934440278449
1985	4	8	0	0	13.933941794069067
1985	4	9	0	0	17.14000295383589
1985	4	10	0	0	15.528311469960597
1985	4	11	0	0	7.173099419825371
1985	4	12	0	0	17.208704652086478
1985	4	13	0	0	8.260856926134364
1985	4	14	0	0	22.556519485191536
1985	4	15	0	0	16.319411134124746
1985	4	16	0	0	17.810672872304938
1985	4	17	0	0	9.346066073802346
1985	4	18	0	0	19.268958109302634
1985	4	19	0	0	9.574272659613861
1985	4	20	0	0	10.431784450199924
1985	4	21	0	0	8.872462091577917
1985	4	22	0	0	24.38485655764559
1985	4	23	0	0	21.832533045662515
1985	4	24	0	0	12.626768617962338
1985	4	25	0	0	11.192089988583474
1985	4	26	0	0	7.868478417581653
1985	4	27	0	0	20.662212295941234
1985	4	28	0	0	8.847898932577163
1985	4	29	0	0	15.659772013254956
1985	4	30	0	0	18.803184401794955
1985	5	1	0	0	16.70393196192073
1985	5	2	0	0	12.472597654029936
1985	5	3	0	0	22.489533489932903
1985	5	4	0	0	18.35222737682598
1985	5	5	0	0	20.929426296234855
1985	5	6	0	0	25.50799303135284
1985	5	7	0	0	17.81474296453707
1985	5	8	0	0	15.753994742699021
1985	5	9	0	0	21.7222220164443
1985	5	10	0	0	26.272331900541364
1985	5	11	0	0	26.39724422225403
1985	5	12	0	0	26.375569323687508
1985	5	13	0	0	21.706674747976397
1985	5	14	0	0	7.813083576646639
1985	5	15	0	0	26.377473453701963
1985	5	16	0	0	17.467412880357823
1985	5	17	0	0	16.88967227172292
1985	5	18	0	0	12.571213375088844
1985	5	19	0	0	14.184365563841414
1985	5	20	0	0	25.392374933448355
1985	5	21	0	0	14.36897956030566
1985	5	22	0	0	23.229656113953286
1985	5	23	0	0	26.44769630552383
1985	5	24	0	0	12.083877992278858
1985	5	25	0	0	25.142508614554476
1985	5	26	0	0	21.818621111452096
1985	5	27	0	0	15.832436890169951
1985	5	28	0	0	17.16180089220429
1985	5	29	0	0	8.061933751374202
1985	5	30	0	0	10.544287536644113
1985	5	31	0	0	20.63037927690481
1985	6	1	0	0	11.271905382122325
1985	6	2	0	0	9.6316539570161
1985	6	3	0	0	19.933740140845536
1985	6	4	0	0	11.359791419090975
1985	6	5	0	0	19.025477094702385
1985	6	6	0	0	30.515118326210967
1985	6	7	0	0	21.932315051785572
1985	6	8	0	0	10.625491945159201
1985	6	9	0	0	13.185881771177982
1985	6	10	0	0	12.570173299702427
1985	6	11	0	0	13.320311387251133
1985	6	12	0	0	20.370299645917758
1985	6	13	0	0	11.99349692396375
1985	6	14	0	0	17.859975037021524
1985	6	15	0	0	29.119361468328027
1985	6	16	0	0	31.7088
1985	6	17	0	0	30.74837980579831
1985	6	18	0	0	16.094974576119668
1985	6	19	0	0	18.25468010506089
1985	6	20	0	0	11.034079100402314
1985	6	21	0	0	18.19003249511479
1985	6	22	0	0	11.098622246845567
1985	6	23	0	0	26.378443542105245
1985	6	24	0	0	28.714154092604442
1985	6	25	0	0	22.78313083449317
1985	6	26	0	0	25.14140159975778
1985	6	27	0	0	18.302419820991055
1985	6	28	0	0	9.109199225313015
1985	6	29	0	0	17.297100179003895
1985	6	30	0	0	27.091068866957837
1985	7	1	0	0	20.168908985577485
1985	7	2	0	0	18.097832738811316
1985	7	3	0	0	15.587879208530659
1985	7	4	0	0	18.09675767272211
1985	7	5	0	0	17.478643650786122
1985	7	6	0	0	10.6848040313556
1985	7	7	0	0	12.472353696713531
1985	7	8	0	0	13.037838467227289
1985	7	9	0	0	18.855432724781032
1985	7	10	0	0	16.56757979077997
1985	7	11	0	0	19.210188788583697
1985	7	12	0	0	25.896970754011065
1985	7	13	0	0	26.62487206915061
1985	7	14	0	0	27.037798160406364
1985	7	15	0	0	26.547696999485485
1985	7	16	0	0	26.82134710604672
1985	7	17	0	0	27.104809912205273
1985	7	18	0	0	26.196936800983664
1985	7	19	0	0	12.390039095814778
1985	7	20	0	0	7.20687714920527
1985	7	21	0	0	20.66258714583793
1985	7	22	0	0	24.78597978917134
1985	7	23	0	0	21.23809680777967
1985	7	24	0	0	11.005121380505328
1985	7	25	0	0	9.924974616176439
1985	7	26	0	0	16.557934730166085
1985	7	27	0	0	18.66467895061084
1985	7	28	0	0	8.013037106685244
1985	7	29	0	0	22.16643472021061
1985	7	30	0	0	25.0430129862154
1985	7	31	0	0	24.76357165417297
1985	8	1	0	0	25.009235555325382
1985	8	2	0	0	24.812723057853745
1985	8	3	0	0	10.86923781080424
1985	8	4	0	0	21.85935730604957
1985	8	5	0	0	23.184937041159344
1985	8	6	0	0	9.172998442297901
1985	8	7	0	0	19.381538211145404
1985	8	8	0	0	17.38270269582581
1985	8	9	0	0	11.92725877635078
1985	8	10	0	0	22.72000185241903
1985	8	11	0	0	14.267814256626307
1985	8	12	0	0	22.732730385082565
1985	8	13	0	0	18.239839200608863
1985	8	14	0	0	16.2021681368299
1985	8	15	0	0	13.04041784117685
1985	8	16	0	0	11.29998876411839
1985	8	17	0	0	7.1458376389722496
1985	8	18	0	0	20.815522442754073
1985	8	19	0	0	16.077636711891074
1985	8	20	0	0	20.84993529015724
1985	8	21	0	0	20.253114749688077
1985	8	22	0	0	21.61819406364391
1985	8	23	0	0	21.349700763298532
1985	8	24	0	0	18.37315914556372
1985	8	25	0	0	18.46236067874205
1985	8	26	0	0	6.02824907156833
1985	8	27	0	0	11.293803501098056
1985	8	28	0	0	10.24673131263744
1985	8	29	0	0	12.196902390141773
1985	8	30	0	0	15.42877247337264
1985	8	31	0	0	11.660709848827624
1985	9	1	0	0	6.641844214181916
1985	9	2	0	0	8.080186950672386
1985	9	3	0	0	5.588119606660578
1985	9	4	0	0	7.672407134723654
1985	9	5	0	0	10.328144082403508
1985	9	6	0	0	17.383504021787232
1985	9	7	0	0	9.081096285302841
1985	9	8	0	0	10.36210919125516
1985	9	9	0	0	8.804436077985638
1985	9	10	0	0	18.559906461466042
1985	9	11	0	0	12.153521934757295
1985	9	12	0	0	9.769563179889264
1985	9	13	0	0	13.42127828848755
1985	9	14	0	0	8.622776093130323
1985	9	15	0	0	5.341343130183265
1985	9	16	0	0	14.233611629548973
1985	9	17	0	0	15.931544057779018
1985	9	18	0	0	15.901279457445964
1985	9	19	0	0	15.987629677042946
1985	9	20	0	0	15.3352404112375
1985	9	21	0	0	11.9655627657086
1985	9	22	0	0	5.215676751066002
1985	9	23	0	0	13.918689264201957
1985	9	24	0	0	15.170861441253399
1985	9	25	0	0	15.155962313144459
1985	9	26	0	0	14.40856911937271
1985	9	27	0	0	12.65541852196371
1985	9	28	0	0	5.34150316163414
1985	9	29	0	0	5.965884614401845
1985	9	30	0	0	11.925118858866107
1985	10	1	0	0	10.474317421571406
1985	10	2	0	0	12.797736709483672
1985	10	3	0	0	12.266402372913427
1985	10	4	0	0	12.40363490506491
1985	10	5	0	0	5.3332700211352515
1985	10	6	0	0	12.283354773762971
1985	10	7	0	0	10.84792536938117
1985	10	8	0	0	9.376246661672305
1985	10	9	0	0	10.512398627654257
1985	10	10	0	0	10.733784994758183
1985	10	11	0	0	10.40618629964543
1985	10	12	0	0	9.229096630359043
1985	10	13	0	0	8.439694141652014
1985	10	14	0	0	6.963724186768365
1985	10	15	0	0	6.894714618443203
1985	10	16	0	0	8.458974748233084
1985	10	17	0	0	7.072450735320688
1985	10	18	0	0	4.502078950062568
1985	10	19	0	0	8.715597256706515
1985	10	20	0	0	7.524394198470829
1985	10	21	0	0	6.61049563228473
1985	10	22	0	0	6.8575467609021565
1985	10	23	0	0	4.561764128437553
1985	10	24	0	0	2.635749188899926
1985	10	25	0	0	3.674485197369138
1985	10	26	0	0	3.8412457218093117
1985	10	27	0	0	2.6570514179091282
1985	10	28	0	0	3.281614509809497
1985	10	29	0	0	3.0403989291843274
1985	10	30	0	0	6.445098408728949
1985	10	31	0	0	4.499312855285198
1985	11	1	0	0	3.710385074232147
1985	11	2	0	0	5.289214863050548
1985	11	3	0	0	6.833616575500294
1985	11	4	0	0	2.834937178504747
1985	11	5	0	0	4.104819692289939
1985	11	6	0	0	4.455007216593756
1985	11	7	0	0	6.278973937387356
1985	11	8	0	0	6.062565368150998
1985	11	9	0	0	6.1034544994023765
1985	11	10	0	0	1.9255052956413259
1985	11	11	0	0	1.897610920875236
1985	11	12	0	0	2.470520446554462
1985	11	13	0	0	6.115137743023221
1985	11	14	0	0	3.6440599922324353
1985	11	15	0	0	1.85695555572269
1985	11	16	0	0	2.6157247783693034
1985	11	17	0	0	2.6755371044471863
1985	11	18	0	0	4.347436500307322
1985	11	19	0	0	3.2362621567184107
1985	11	20	0	0	2.901399691399831
1985	11	21	0	0	3.1730643844957265
1985	11	22	0	0	3.0573950330183295
1985	11	23	0	0	2.588939044056366
1985	11	24	0	0	5.486837374521003
1985	11	25	0	0	2.8423475077209317
1985	11	26	0	0	4.148331361735237
1985	11	27	0	0	2.7264689110432454
1985	11	28	0	0	2.815142799431566
1985	11	29	0	0	2.115206288618351
1985	11	30	0	0	3.2274153886025343
1985	12	1	0	0	2.04906872757566
1985	12	2	0	0	2.562593847501989
1985	12	3	0	0	1.5943080816015955
1985	12	4	0	0	1.359816692873593
1985	12	5	0	0	3.3693661988404884
1985	12	6	0	0	3.9566230854043014
1985	12	7	0	0	3.463113977859606
1985	12	8	0	0	3.8173939388393303
1985	12	9	0	0	2.7267213459582376
1985	12	10	0	0	3.248216810320476
1985	12	11	0	0	3.143085655229035
1985	12	12	0	0	2.7263730495142715
1985	12	13	0	0	3.467169211242848
1985	12	14	0	0	3.425903455807719
1985	12	15	0	0	3.390339368352099
1985	12	16	0	0	1.887848455870014
1985	12	17	0	0	1.960492847378184
1985	12	18	0	0	2.659686704945508
1985	12	19	0	0	3.4732895502235936
1985	12	20	0	0	1.7698446415349514
1985	12	21	0	0	2.3025580441300137
1985	12	22	0	0	1.9578626346599595
1985	12	23	0	0	2.386327113167294
1985	12	24	0	0	1.2698083976831769
1985	12	25	0	0	1.885813883174376
1985	12	26	0	0	1.1747469807523614
1985	12	27	0	0	3.228510140256672
1985	12	28	0	0	2.9985399097180245
1985	12	29	0	0	2.046404387239462
1985	12	30	0	0	2.4733705084188826
1985	12	31	0	0	1.8854218226980426
1986	1	1	0	0	3.33389722936981
1986	1	2	0	0	1.6279353949665947
1986	1	3	0	0	2.3442073546234896
1986	1	4	0	0	3.65285159450979
1986	1	5	0	0	3.6998301517398198
1986	1	6	0	0	1.704504509238338
1986	1	7	0	0	2.237563589411693
1986	1	8	0	0	2.647925276013121
1986	1	9	0	0	2.491719676020464
1986	1	10	0	0	2.0546094998407565
1986	1	11	0	0	2.155429355585879
1986	1	12	0	0	2.5759145883094936
1986	1	13	0	0	2.6523421328849737
1986	1	14	0	0	1.9127758203927936
1986	1	15	0	0	2.3309077457494456
1986	1	16	0	0	1.9106514746712664
1986	1	17	0	0	4.021661007003988
1986	1	18	0	0	2.7715969744614406
1986	1	19	0	0	1.882866664912501
1986	1	20	0	0	4.904705039905518
1986	1	21	0	0	2.816842179078916
1986	1	22	0	0	3.938837480549568
1986	1	23	0	0	4.374595115642679
1986	1	24	0	0	4.002803068106025
1986	1	25	0	0	2.646129382758363
1986	1	26	0	0	4.78120662677438
1986	1	27	0	0	2.6482529296573896
1986	1	28	0	0	3.1940836088053284
1986	1	29	0	0	4.433824067825641
1986	1	30	0	0	4.2138316851183175
1986	1	31	0	0	5.014619010959973
1986	2	1	0	0	3.4827597348867734
1986	2	2	0	0	2.4614224377638863
1986	2	3	0	0	3.9530133407126646
1986	2	4	0	0	3.3671212945743227
1986	2	5	0	0	2.4087705413761182
1986	2	6	0	0	6.178359200047914
1986	2	7	0	0	2.829240022880445
