[-];[-];[-];[-];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[-];[-];[-];[-];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[-];[-];[-];[-];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[-];[-];[-];[-];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[-];[-];[-];[-];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[-];[-];[-];[-];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[-];[-];[-];[-];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[-];[-];[-];[-];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[day of year];[-];;[mm]
alpha_transp_sugarbeet;alpha_q_sugarbeet;c1_transp_sugarbeet;c2_transp_sugarbeet;c1_q_sugarbeet;c2_q_sugarbeet;km_denit_sugarbeet;km_nit_sugarbeet;dmax_denit_sugarbeet;dmax_nit_sugarbeet;alpha_transp_winter-wheat;alpha_q_winter-wheat;c1_transp_winter-wheat;c2_transp_winter-wheat;c1_q_winter-wheat;c2_q_winter-wheat;km_denit_winter-wheat;km_nit_winter-wheat;dmax_denit_winter-wheat;dmax_nit_winter-wheat;alpha_transp_winter-rape;alpha_q_winter-rape;c1_transp_winter-rape;c2_transp_winter-rape;c1_q_winter-rape;c2_q_winter-rape;km_denit_winter-rape;km_nit_winter-rape;dmax_denit_winter-rape;dmax_nit_winter-rape;alpha_transp_winter-triticale;alpha_q_winter-triticale;c1_transp_winter-triticale;c2_transp_winter-triticale;c1_q_winter-triticale;c2_q_winter-triticale;km_denit_winter-triticale;km_nit_winter-triticale;dmax_denit_winter-triticale;dmax_nit_winter-triticale;alpha_transp_silage-corn;alpha_q_silage-corn;c1_transp_silage-corn;c2_transp_silage-corn;c1_q_silage-corn;c2_q_silage-corn;km_denit_silage-corn;km_nit_silage-corn;dmax_denit_silage-corn;dmax_nit_silage-corn;alpha_transp_winter-barley;alpha_q_winter-barley;c1_transp_winter-barley;c2_transp_winter-barley;c1_q_winter-barley;c2_q_winter-barley;km_denit_winter-barley;km_nit_winter-barley;dmax_denit_winter-barley;dmax_nit_winter-barley;alpha_transp_green-manure;alpha_q_green-manure;c1_transp_green-manure;c2_transp_green-manure;c1_q_green-manure;c2_q_green-manure;km_denit_green-manure;km_nit_green-manure;dmax_denit_green-manure;dmax_nit_green-manure;alpha_transp_bare;alpha_q_bare;km_denit_bare;c1_transp_bare;c2_transp_bare;c1_q_bare;c2_q_bare;km_nit_bare;dmax_denit_bare;dmax_nit_bare;kmin;kfix;kngl;phi_soil_temp;clay;soil_fertility;z_soil
0.32243055;0.9804979;0.4095824;0.93386906;1.8585979;2.1223674;15.461655;3.434159;78.820366;45.588207;0.7764385;0.38179097;0.24831921;1.8608534;1.6438651;2.4860086;11.537111;16.724993;7.3179083;63.534775;1.2118986;0.35571095;0.4032351;0.7735993;1.970698;2.6900513;9.867699;3.9315004;5.3365726;68.62185;0.81042254;0.35157707;0.39790487;1.9382685;1.3258253;1.1743331;3.4685087;5.311278;48.094788;67.311584;1.2819377;0.8438115;0.27486077;1.6820886;1.700265;1.0058633;8.362089;13.967415;29.544483;14.835496;1.116715;0.82458323;0.17996328;0.11398831;1.7869244;2.0280676;9.719399;3.656143;57.305378;12.338477;1.0251338;0.6428635;0.3673612;0.9950828;1.5652361;2.3184967;11.624936;1.5855389;31.09106;44.23502;0.27579355;0.42510712;6.5782814;0.18583387;0.87620443;1.8534031;0.7784245;11.583611;66.52973;78.60593;66.767044;40.0;19.291893748489898;91;0.2822544050076512;3;1350
