YYYY	MM	DD	hh	mm	TA	TA_min	TA_max
1994	1	1	0	0	3.5	1.7	7.7
1994	1	2	0	0	7.1	1.9	9.4
1994	1	3	0	0	9.4	6.9	11.8
1994	1	4	0	0	7.6	6.2	11.3
1994	1	5	0	0	7.8	5.4	10.6
1994	1	6	0	0	7.2	7.0	11.0
1994	1	7	0	0	5.0	4.2	8.0
1994	1	8	0	0	3.8	3.2	5.1
1994	1	9	0	0	2.6	1.3	5.9
1994	1	10	0	0	0.9	-0.4	1.9
1994	1	11	0	0	4.0	1.1	5.0
1994	1	12	0	0	8.3	3.6	11.7
1994	1	13	0	0	10.3	8.2	14.2
1994	1	14	0	0	8.0	6.5	9.8
1994	1	15	0	0	4.1	3.9	7.6
1994	1	16	0	0	2.2	0.8	4.3
1994	1	17	0	0	0.3	-0.8	2.4
1994	1	18	0	0	-2.5	-3.7	1.5
1994	1	19	0	0	-3.0	-5.0	1.8
1994	1	20	0	0	-2.8	-5.7	-1.4
1994	1	21	0	0	-2.1	-3.5	0.5
1994	1	22	0	0	-0.9	-4.4	3.7
1994	1	23	0	0	4.8	0.4	6.6
1994	1	24	0	0	8.0	4.0	9.1
1994	1	25	0	0	10.6	9.0	10.8
1994	1	26	0	0	6.0	3.6	10.0
1994	1	27	0	0	8.6	4.5	9.5
1994	1	28	0	0	4.8	3.0	10.5
1994	1	29	0	0	1.8	-0.9	4.4
1994	1	30	0	0	6.9	3.3	10.2
1994	1	31	0	0	3.7	3.8	8.9
1994	2	1	0	0	4.5	-0.3	9.9
1994	2	2	0	0	7.3	6.2	9.9
1994	2	3	0	0	9.1	6.5	13.5
1994	2	4	0	0	5.4	5.3	9.3
1994	2	5	0	0	4.8	4.4	5.5
1994	2	6	0	0	5.1	4.2	5.7
1994	2	7	0	0	5.2	4.5	6.4
1994	2	8	0	0	4.0	3.3	5.1
1994	2	9	0	0	4.5	2.8	8.2
1994	2	10	0	0	4.3	2.2	6.2
1994	2	11	0	0	2.8	1.0	4.8
1994	2	12	0	0	1.5	-1.5	4.6
1994	2	13	0	0	-0.4	-2.2	2.0
1994	2	14	0	0	-2.0	-4.7	1.7
1994	2	15	0	0	-0.8	-2.7	1.0
1994	2	16	0	0	-0.6	-1.8	2.4
1994	2	17	0	0	-0.3	-3.8	4.0
1994	2	18	0	0	0.7	-1.2	5.3
1994	2	19	0	0	-1.8	-5.2	2.3
1994	2	20	0	0	1.7	-2.7	5.6
1994	2	21	0	0	0.3	-1.9	6.9
1994	2	22	0	0	6.2	-0.4	9.6
1994	2	23	0	0	7.3	5.5	13.6
1994	2	24	0	0	7.3	5.7	9.0
1994	2	25	0	0	7.3	7.7	12.3
1994	2	26	0	0	10.1	4.2	14.8
1994	2	27	0	0	10.3	6.3	15.5
1994	2	28	0	0	9.9	8.3	16.0
1994	3	1	0	0	9.2	7.8	12.7
1994	3	2	0	0	7.2	6.6	9.7
1994	3	3	0	0	9.8	5.5	12.4
1994	3	4	0	0	5.1	5.3	12.1
1994	3	5	0	0	10.4	2.6	19.7
1994	3	6	0	0	8.9	8.4	15.7
1994	3	7	0	0	10.1	6.7	12.2
1994	3	8	0	0	11.0	9.7	13.3
1994	3	9	0	0	12.6	9.5	20.7
1994	3	10	0	0	10.4	10.7	14.9
1994	3	11	0	0	9.8	4.8	16.7
1994	3	12	0	0	9.7	7.6	15.5
1994	3	13	0	0	9.5	7.0	11.0
1994	3	14	0	0	10.6	8.0	13.2
1994	3	15	0	0	10.6	9.9	13.3
1994	3	16	0	0	8.4	7.6	11.5
1994	3	17	0	0	5.7	3.8	9.4
1994	3	18	0	0	8.2	3.9	10.0
1994	3	19	0	0	9.8	8.4	10.6
1994	3	20	0	0	9.2	4.6	12.3
1994	3	21	0	0	10.6	9.7	13.2
1994	3	22	0	0	10.9	7.9	14.3
1994	3	23	0	0	14.0	11.2	16.2
1994	3	24	0	0	16.0	14.0	18.0
1994	3	25	0	0	17.9	14.0	21.4
1994	3	26	0	0	7.3	6.5	17.1
1994	3	27	0	0	6.6	1.5	12.6
1994	3	28	0	0	10.0	4.7	15.0
1994	3	29	0	0	13.7	11.3	18.2
1994	3	30	0	0	14.7	8.4	23.2
1994	3	31	0	0	14.8	12.8	18.3
1994	4	1	0	0	10.7	7.2	18.6
1994	4	2	0	0	4.8	4.1	9.2
1994	4	3	0	0	2.7	2.1	8.5
1994	4	4	0	0	6.3	1.9	10.9
1994	4	5	0	0	4.3	1.9	10.4
1994	4	6	0	0	5.0	2.4	10.2
1994	4	7	0	0	7.0	4.3	12.4
1994	4	8	0	0	6.5	3.2	9.6
1994	4	9	0	0	6.2	3.1	10.0
1994	4	10	0	0	5.4	2.7	11.0
1994	4	11	0	0	5.2	1.7	9.0
1994	4	12	0	0	6.7	2.3	7.6
1994	4	13	0	0	6.1	5.1	7.5
1994	4	14	0	0	5.5	5.1	6.7
1994	4	15	0	0	6.2	3.3	7.9
1994	4	16	0	0	10.6	3.9	14.0
1994	4	17	0	0	7.3	6.3	11.9
1994	4	18	0	0	6.1	4.2	9.0
1994	4	19	0	0	8.1	2.5	13.4
1994	4	20	0	0	9.5	5.8	13.4
1994	4	21	0	0	11.7	9.1	15.5
1994	4	22	0	0	13.8	8.4	20.3
1994	4	23	0	0	14.8	9.2	21.7
1994	4	24	0	0	14.7	11.1	20.6
1994	4	25	0	0	10.9	9.3	14.7
1994	4	26	0	0	11.6	9.0	19.4
1994	4	27	0	0	13.5	9.2	17.2
1994	4	28	0	0	14.6	11.6	21.6
