Date,pr,tas,td,rsds
2016-01-01,2.1843719256538,2.5824370645957,2.14643438866429,16.831440173482598
2016-01-02,31.4575500519379,3.26452946721395,1.6372715507184499,17.7588988951674
2016-01-03,3.1200919056860696,5.54658157668959,4.53311185322418,27.965595704267802
2016-01-04,1.9994193672558,7.61189108596537,5.37364379804083,33.425032371378
2016-01-05,0.556273442123509,8.25528107869591,5.462528430112929,16.1234953431387
2016-01-06,9.372136020223278,8.67101991610588,6.48685019625411,21.968712716637803
2016-01-07,18.6589010106552,7.26560761319221,5.31108900227969,21.2905216968502
2016-01-08,0.0,2.51018775338844,0.0482541548094235,38.1423121776514
2016-01-09,0.0,-0.238770577665295,-6.63693872770036,44.372515987495795
2016-01-10,0.0,0.29585429493049,-4.5865898819571695,44.2259757201776
2016-01-11,0.15647576162759197,1.7761428219042,-4.36397500373604,45.44011391584289
2016-01-12,0.152619580158709,0.92208211927323,-2.8204771700233704,42.3623641445038
2016-01-13,1.5374160989974799,1.82655300811593,-1.0350699805202501,33.3792551492892
2016-01-14,2.19203186954986,6.922165124263259,1.01680815880199,33.3899259072649
2016-01-15,4.078807874330799,7.0206829511046305,5.1240447485835,30.881681374363104
2016-01-16,30.9919750820904,5.85164037722216,3.50616821253472,25.351609842846305
2016-01-17,0.6654264507604699,2.8493109363416,1.9863404804344897,17.701472120731896
2016-01-18,6.748744989777019,4.30163390506905,3.28550448308554,19.9726610358742
2016-01-19,0.0,4.985049848698719,3.7959510059221295,34.4895391669873
2016-01-20,0.158675499751202,4.00875277569583,3.36264287727271,31.200834467402395
2016-01-21,4.37960455059179,5.72463626340999,4.6940119811542305,16.305311212932
2016-01-22,0.0,3.17888536049708,1.71844723179735,17.7356826947352
2016-01-23,0.12276049791674601,1.2852924242132,0.41925340452881105,21.958988528126998
2016-01-24,1.11409739303141,2.65407054969136,2.14263309807984,16.6276143633281
2016-01-25,1.7233664588353799,5.24142985973955,4.68905666194058,21.859225405454
2016-01-26,0.0,5.997927536022219,4.74615249063841,16.3634587076042
2016-01-27,0.6757181076807172,4.632316932856821,2.98290081016739,44.4235524337018
2016-01-28,0.50598538278309,2.57888441703794,-0.222174782846136,57.4154683332872
2016-01-29,0.263619871050058,2.9076484539485197,1.31967863624919,16.8722680437468
2016-01-30,0.0,2.4374017642062,1.3200902337934899,24.635380400953004
2016-01-31,2.8390576825892504,2.52914729183477,0.855998626947132,28.217205484004303
2016-02-01,0.0,1.74700196112894,-1.17609510295773,60.135633918632
2016-02-02,0.0,0.7224604475383991,-1.86175403684028,58.5896931117699
2016-02-03,0.584948014163167,1.9489075627273,-0.759577645003317,57.08538797092321
2016-02-04,13.6026535140133,5.23770232459558,2.17949741868344,23.2939481564137
2016-02-05,7.00829697559392,9.692011903091368,8.24857330746572,30.2160870389701
2016-02-06,1.96602007374251,9.37453091123758,7.47890078897324,34.9032477692194
2016-02-07,0.5012779626209181,9.24776360611734,6.019998558965559,24.937349156084
2016-02-08,0.0,9.07432149020542,5.301225826619099,57.6954107220463
2016-02-09,5.23115561883742,6.7149178614950396,3.75464059971269,57.8813543950204
2016-02-10,5.32501012022791,6.11861617787014,3.15029687742284,59.108654299989205
2016-02-11,1.2530577360672601,6.55871501418603,3.92838995280362,41.4941230983219
2016-02-12,0.24999639478379898,6.54954655197207,2.415168016859,64.5708588249459
2016-02-13,0.0,4.38378247265957,1.5887865923698101,25.527663974253898
2016-02-14,6.27625278944987,5.53700115034095,2.10628384418414,29.532255072978
2016-02-15,0.20052542079603103,5.3130020534663,2.2047244281709,45.318008125228395
2016-02-16,7.790413137114201,3.43269318488061,0.712133356092061,50.4208252689493
2016-02-17,7.2106494937206795,2.01238780398269,0.4010710214290779,47.543670109280995
2016-02-18,0.0,1.86721305211504,-0.838435544640556,62.884816928703394
2016-02-19,1.34556228743868,1.07565048021119,-1.0589754170049,51.3782926374109
2016-02-20,0.732499124751082,0.47172159943692,-1.5982486120969999,42.60287154716671
2016-02-21,0.8939840221228091,0.931233884791252,-1.9067192128685,46.5496265037428
2016-02-22,0.18854916328578897,1.0485638437618299,-1.56544791690285,53.5437891904399
2016-02-23,0.0,2.34853126732811,-1.72689595325245,102.444730007284
2016-02-24,5.547425788222981,2.1755523826925303,-0.36875264153991105,50.421518433666805
2016-02-25,0.552772614575928,2.47544744169156,-0.801719899464675,66.717724878862
2016-02-26,0.0,2.1484535531335602,-2.27089170595643,117.28997204197701
2016-02-27,0.0,1.38888780230497,-4.06673423044388,125.069339097638
2016-02-28,0.0,3.4235511569104906,-2.6774432595197704,107.718895566658
2016-03-01,0.0,3.3452446851089,-1.5712508067888102,124.324105783794
2016-03-02,5.615016099580929,2.69556922041233,0.8888562510970721,32.4953862196076
2016-03-03,0.0,1.0773351253827899,-2.44608097781796,53.1723233692622
2016-03-04,1.2277146051065901,1.7350971630177798,1.20410178091848,29.205184523821398
2016-03-05,0.0,5.67148286838938,3.11529291758936,80.2488650490353
2016-03-06,0.0,4.85708175150563,1.73100945313879,124.850207946476
2016-03-07,0.0,4.451374219425,1.20685985574617,77.707758429305
2016-03-08,0.0,0.85170048303994,-5.90725741912979,108.46514950470501
2016-03-09,0.333000243941793,-1.70245309690009,-6.65313430785141,113.409199341899
2016-03-10,5.3026566971321705,-0.0787152922802076,-3.02479518075971,75.2260431972948
2016-03-11,0.740344024310752,0.7082879999303159,-0.0746350992822653,29.858863021561604
2016-03-12,3.67146769868887,1.8479418042168998,-2.04867306469539,127.023368641413
2016-03-13,0.0,1.9255143169522,-1.56574942369479,79.0051213097601
