Date,pr,tas,td,rsds
1971-01-01,0.0,0.34673242885026595,-0.9934381713980409,29.976730846729602
1971-01-02,0.0,-1.1473055964837,-2.31882169097505,31.9201157985613
1971-01-03,0.0,-2.88471973836277,-4.58888865219702,29.7802351833389
1971-01-04,0.0,-2.45680408570899,-4.07661396089406,29.1598117578458
1971-01-05,0.0,-1.68633329154286,-3.7050210274813,25.4678561752633
1971-01-06,0.0,-1.38004316292634,-3.2278948752505294,18.0542314639961
1971-01-07,0.0,1.01209741763988,-1.19172191004452,18.112598494438398
1971-01-08,0.0,-0.1371808026015,-3.25171039663467,37.765496964659796
1971-01-09,0.0,-0.409812053477873,-3.2265452317428798,17.4014794003533
1971-01-10,0.0,0.403191189559389,-2.1797549937984497,27.9982180231004
1971-01-11,3.1237951442888905,2.9055570594625495,0.9537584102302891,17.0764344990076
1971-01-12,0.0,2.352130862274,1.22951314836503,18.051533672570898
1971-01-13,0.0,1.1577087081228101,-1.1011599187723402,41.931488018095
1971-01-14,0.0,-1.93460819762746,-5.52522123670551,44.7887997351554
1971-01-15,0.0,-3.27730154373748,-6.75704204060133,50.65308515586371
1971-01-16,0.0,-0.0712800960118326,-1.0346270208878299,23.0607060839254
1971-01-17,8.6686252753618,4.93429130669433,3.11050614366021,21.9466343169497
1971-01-18,4.38280647557712,2.42106574257192,2.09330965427351,21.852025816111002
1971-01-19,0.0,2.14994290851438,0.6549527169431469,33.3744423220633
1971-01-20,0.0,1.8064628538865302,-0.6438490397432399,19.0251937050324
1971-01-21,0.0,3.5084088143114,3.11370423629866,18.0587343562471
1971-01-22,0.0,4.202742982870291,0.7390832060227859,46.6986398888268
1971-01-23,2.16475249600735,3.68923619745593,1.0566520417113598,31.9238477762443
1971-01-24,6.248290205371701,5.66696194266499,3.9429238705948504,21.992290819727803
1971-01-25,0.0,3.67942808286884,2.2655408947546096,17.0183192231827
1971-01-26,0.45796041253894704,3.58521949897152,0.28891464210297996,48.706419177037404
1971-01-27,0.0,3.77054437389467,0.36597384492076895,54.382775156883
1971-01-28,0.0,4.911807880695171,-0.36223313886676795,56.349478397339794
1971-01-29,0.0,3.89643178411415,0.39267770966715904,56.65456114849879
1971-01-30,0.0,2.4588085914314703,1.6526986437376898,27.4368655760473
1971-01-31,0.0,3.88045909130457,1.3773871252812702,34.7870924251496
1971-02-01,0.38924830536484895,0.6769710801801379,-0.9175583614365229,21.470624044848
1971-02-02,0.0,-3.86814183809686,-7.0403574437364105,52.75391846513471
1971-02-03,0.0,-8.076292483436099,-11.098768003847802,81.4466942808442
1971-02-04,0.282631324225459,-14.719625846936,-17.9475083135783,81.5663149665605
1971-02-05,0.0,-8.145920678271919,-19.884333108434202,61.846058827139395
1971-02-06,0.0,-7.65098701364452,-12.997091606934301,92.30633957511
1971-02-07,0.0,-6.752433317887159,-10.153384722596401,79.15283601862541
1971-02-08,4.02305182695503,-2.97867192194883,-4.46918042022471,31.7081165145785
1971-02-09,0.783658275665249,-0.184421022669067,-0.814392204387948,21.4424807239163
1971-02-10,1.25554759206852,0.401052634027965,-0.92466799810549,25.862175368621397
1971-02-11,0.11488205627531899,-1.9943438001465499,-5.28493784038565,78.68984528083591
1971-02-12,0.198816932325099,-0.567432544818715,-5.17268081261913,70.429200319
1971-02-13,0.0,-0.398085503407135,-4.888588072472009,87.83208344067499
1971-02-14,0.0,2.39593860913042,-2.31398663114663,78.9677127820886
1971-02-15,4.6191229561512,6.23767593443372,0.8473241191342521,30.3992134870009
1971-02-16,6.73009763856609,9.636355406091221,4.60534386586578,24.584693077919198
1971-02-17,0.0,10.1615371466984,8.68889755312729,49.0509592199689
1971-02-18,5.99713007619262,10.5924711549856,4.9989343560725805,39.8624301228996
1971-02-19,5.3195072425902,7.00633382873606,4.57797602112208,37.5062490028646
1971-02-20,2.2889768112381,4.31176105048914,1.21291768109184,43.1162013677936
1971-02-21,0.0,2.64145497980242,-0.34946992010547995,44.536989418428796
1971-02-22,0.0,2.58923601137408,-0.21301423683764897,56.196513753834104
1971-02-23,0.0,4.01304858581983,1.38192851904389,45.260801481212795
1971-02-24,0.0,5.82365184959053,3.1974332416297595,49.3313259626297
1971-02-25,0.635394978576741,2.39313214084958,-0.550432366927068,69.12977202504071
1971-02-26,0.0,1.41909460841502,-2.84641919966171,107.11405139286501
1971-02-27,0.199324278806471,1.6515325934550902,-3.8528633379542203,123.42237323886499
1971-02-28,0.860808854845908,0.537419009647642,-2.35841851072606,68.2284455372517
1971-03-01,0.0,-2.5608889381468396,-6.84757280584823,132.19070064414498
1971-03-02,2.54778532546216,-2.00552453216993,-5.50030807201949,79.2827581741058
1971-03-03,0.0,-0.31144002289802697,-4.3669650442906995,118.087381790171
1971-03-04,1.7031219903564099,0.125339825149333,-2.12761863318705,41.5386461797644
1971-03-05,0.0,-3.5188822595536298,-9.0684212812785,147.68973468721
1971-03-06,0.0,-1.45047575896438,-6.62428509306379,150.926121920936
1971-03-07,0.0,3.2299799072078903,-2.53465534027157,100.96977387821501
1971-03-08,1.72027630342126,5.33420462114335,2.4936652080597703,59.16492770770571
1971-03-09,0.0,7.9432630571317,5.4521336023461195,93.1204519709128
1971-03-10,11.5591384396795,5.10540094941439,3.11353126124435,28.004106580790896
1971-03-11,9.851678544670118,2.9949824804702803,0.9866274329874479,70.8168107751221
1971-03-12,0.0,3.6222855333985198,0.53559797498723,116.83239103361
1971-03-13,0.0,3.0270873656495,-0.9701373726371959,154.634746178753
1971-03-14,0.0,4.04298696137518,0.7700714647038659,43.0909653130562
