YYYY	MM	DD	hh	mm	RS
2080	1	1	0	0	1.8542138049150911
2080	1	2	0	0	3.5644967382922816
2080	1	3	0	0	1.9900722661783605
2080	1	4	0	0	2.77849205011872
2080	1	5	0	0	1.7199715716372126
2080	1	6	0	0	1.7876439137340001
2080	1	7	0	0	2.690299701484822
2080	1	8	0	0	1.4492908828419204
2080	1	9	0	0	2.013519076221263
2080	1	10	0	0	2.163367022722007
2080	1	11	0	0	2.320854945106133
2080	1	12	0	0	2.617704345889008
2080	1	13	0	0	2.3812666379324154
2080	1	14	0	0	2.523521828951168
2080	1	15	0	0	3.822176907630544
2080	1	16	0	0	4.450053517877932
2080	1	17	0	0	1.8591549485124699
2080	1	18	0	0	1.4868134755353186
2080	1	19	0	0	3.7678843654728453
2080	1	20	0	0	0.9446892111294278
2080	1	21	0	0	1.8398487584402268
2080	1	22	0	0	5.258780004494869
2080	1	23	0	0	3.027213044575903
2080	1	24	0	0	1.878054044839949
2080	1	25	0	0	5.180337263661613
2080	1	26	0	0	2.9023032506411464
2080	1	27	0	0	2.19738276182785
2080	1	28	0	0	4.777978109437446
2080	1	29	0	0	0.4736124242559619
2080	1	30	0	0	4.922492951514004
2080	1	31	0	0	4.268088534019145
2080	2	1	0	0	5.414530929839194
2080	2	2	0	0	5.451106121280603
2080	2	3	0	0	6.527309858687707
2080	2	4	0	0	3.067997030425783
2080	2	5	0	0	4.701834492418665
2080	2	6	0	0	7.742203292074058
2080	2	7	0	0	3.0724926395508145
2080	2	8	0	0	2.038974620157176
2080	2	9	0	0	4.029543672050377
2080	2	10	0	0	3.780607991180942
2080	2	11	0	0	3.9965972322606866
2080	2	12	0	0	5.049249237926476
2080	2	13	0	0	2.4604975194890604
2080	2	14	0	0	3.8318189044671276
2080	2	15	0	0	2.820239327089086
2080	2	16	0	0	4.1917271455316945
2080	2	17	0	0	6.046232285102778
2080	2	18	0	0	2.570047090299867
2080	2	19	0	0	1.9146408315193901
2080	2	20	0	0	8.892565753153248
2080	2	21	0	0	9.615139873166909
2080	2	22	0	0	9.394842100407235
2080	2	23	0	0	4.6949116547760426
2080	2	24	0	0	5.215771863388149
2080	2	25	0	0	11.40415538455515
2080	2	26	0	0	11.239275410372622
2080	2	27	0	0	5.885997211828559
2080	2	28	0	0	3.7685578696200808
2080	2	29	0	0	4.175387973171833
2080	3	1	0	0	4.582218076723584
2080	3	2	0	0	8.504824239281028
2080	3	3	0	0	13.93817769431787
2080	3	4	0	0	1.5266376329932685
2080	3	5	0	0	3.6054650302546642
2080	3	6	0	0	8.66145269191608
2080	3	7	0	0	2.5409176040565127
2080	3	8	0	0	4.167185302452163
2080	3	9	0	0	5.388320649738557
2080	3	10	0	0	7.873775906137465
2080	3	11	0	0	5.743130691768726
2080	3	12	0	0	5.338934478200742
2080	3	13	0	0	13.526933760684432
2080	3	14	0	0	15.671182567979061
2080	3	15	0	0	16.1517159642848
2080	3	16	0	0	15.343758270867399
2080	3	17	0	0	5.880780693175999
2080	3	18	0	0	6.2400092623255805
2080	3	19	0	0	6.8809214669170355
2080	3	20	0	0	8.941412154982089
2080	3	21	0	0	7.422602547659321
2080	3	22	0	0	10.793027917167496
2080	3	23	0	0	11.715594595823664
2080	3	24	0	0	7.0132805750056075
2080	3	25	0	0	8.239737253606439
2080	3	26	0	0	16.189213378259982
2080	3	27	0	0	10.706964928868995
2080	3	28	0	0	6.278803301540646
2080	3	29	0	0	7.6922947891412035
2080	3	30	0	0	7.87574081966241
2080	3	31	0	0	5.430834210479679
2080	4	1	0	0	7.170238968211038
2080	4	2	0	0	12.46900382783185
