YYYY	MM	DD	hh	mm	RS
2080	1	1	0	0	36.25976288267941
2080	1	2	0	0	28.4607830165803
2080	1	3	0	0	29.6745001770662
2080	1	4	0	0	26.9292775665873
2080	1	5	0	0	28.1498866356776
2080	1	6	0	0	41.1092838652991
2080	1	7	0	0	41.865522613886
2080	1	8	0	0	41.943637476107504
2080	1	9	0	0	42.21686129121
2080	1	10	0	0	35.353115341857
2080	1	11	0	0	26.0541162570616
2080	1	12	0	0	54.2956829353628
2080	1	13	0	0	22.0603894930444
2080	1	14	0	0	53.4843629723494
2080	1	15	0	0	51.7372794897245
2080	1	16	0	0	51.9326365572515
2080	1	17	0	0	5.5362090323315
2080	1	18	0	0	5.62917334093146
2080	1	19	0	0	18.852758568517498
2080	1	20	0	0	14.7761126525137
2080	1	21	0	0	18.9660780964377
2080	1	22	0	0	37.265592795175706
2080	1	23	0	0	58.8419918987187
2080	1	24	0	0	8.524952646421209
2080	1	25	0	0	23.1933606634652
2080	1	26	0	0	31.884023881051
2080	1	27	0	0	18.0645762268466
2080	1	28	0	0	61.1308656377538
2080	1	29	0	0	73.3686660432957
2080	1	30	0	0	7.82238254014873
2080	1	31	0	0	69.2017851050313
2080	2	1	0	0	44.121794717725294
2080	2	2	0	0	44.034443266898606
2080	2	3	0	0	67.8686300853772
2080	2	4	0	0	6.795800188208459
2080	2	5	0	0	61.213984574539296
2080	2	6	0	0	69.4930995026717
2080	2	7	0	0	14.8263412864689
2080	2	8	0	0	39.9227353836647
2080	2	9	0	0	3.6350887902077
2080	2	10	0	0	11.8061630669442
2080	2	11	0	0	22.4683610231219
2080	2	12	0	0	15.5953781745453
2080	2	13	0	0	54.2561601361242
2080	2	14	0	0	86.8381677375713
2080	2	15	0	0	93.83927108758292
2080	2	16	0	0	105.975004795226
2080	2	17	0	0	92.05993587953188
2080	2	18	0	0	28.3689553163454
2080	2	19	0	0	62.2614266950842
2080	2	20	0	0	100.71208968153
2080	2	21	0	0	95.88532098313748
2080	2	22	0	0	108.978455311716
2080	2	23	0	0	50.14752960181539
2080	2	24	0	0	85.3632156862922
2080	2	25	0	0	78.0759054657132
2080	2	26	0	0	89.9196858681837
2080	2	27	0	0	96.29397209418129
2080	2	28	0	0	48.93522952035861
2080	2	29	0	0	26.4431480021076
2080	3	1	0	0	61.2135907597814
2080	3	2	0	0	51.4142666482543
2080	3	3	0	0	119.85418210245
2080	3	4	0	0	122.752873644128
2080	3	5	0	0	105.70807556807
2080	3	6	0	0	103.661289304062
2080	3	7	0	0	119.417598562496
2080	3	8	0	0	18.2730801291606
2080	3	9	0	0	110.427483268556
2080	3	10	0	0	81.1747616871825
2080	3	11	0	0	117.454910588701
2080	3	12	0	0	136.409967371251
2080	3	13	0	0	89.49615342830342
2080	3	14	0	0	77.223845726311
2080	3	15	0	0	117.263496293731
2080	3	16	0	0	56.855531186644
2080	3	17	0	0	105.858864536806
2080	3	18	0	0	34.406634505774804
2080	3	19	0	0	186.132659281585
2080	3	20	0	0	44.7935141158635
2080	3	21	0	0	171.66835108445
2080	3	22	0	0	182.387124643557
2080	3	23	0	0	112.72079084799
2080	3	24	0	0	88.94738476986879
2080	3	25	0	0	188.8923551747
2080	3	26	0	0	64.2772114647959
2080	3	27	0	0	51.057188830723
2080	3	28	0	0	89.0289580636488
2080	3	29	0	0	116.277388935001
2080	3	30	0	0	180.833429045285
2080	3	31	0	0	209.574959182095
2080	4	1	0	0	79.4643561269436
2080	4	2	0	0	85.9879400436447
2080	4	3	0	0	173.552895990768
2080	4	4	0	0	216.693246109768
2080	4	5	0	0	72.7258482094
2080	4	6	0	0	164.641242099035
2080	4	7	0	0	148.319731691886
2080	4	8	0	0	179.644240474641
2080	4	9	0	0	68.9875825248053
2080	4	10	0	0	115.192752404114
2080	4	11	0	0	84.4931557770326
2080	4	12	0	0	76.4837984914564
2080	4	13	0	0	163.262521696853
2080	4	14	0	0	63.88778636512079
2080	4	15	0	0	101.316054420478
2080	4	16	0	0	147.132561705893
2080	4	17	0	0	237.96141232981705
2080	4	18	0	0	243.540329022828
2080	4	19	0	0	189.88578514361905
2080	4	20	0	0	228.184748770709
2080	4	21	0	0	219.077248641739
2080	4	22	0	0	226.36699674871497
2080	4	23	0	0	135.221865927606
2080	4	24	0	0	222.890726676564
2080	4	25	0	0	223.000189941276
2080	4	26	0	0	219.147749151915
2080	4	27	0	0	225.133676877028
2080	4	28	0	0	31.747936647722803
2080	4	29	0	0	260.655218425169
2080	4	30	0	0	236.477203217748
2080	5	1	0	0	201.725511622671
2080	5	2	0	0	155.951459931122
2080	5	3	0	0	246.979325635363
2080	5	4	0	0	55.04740016823111
2080	5	5	0	0	61.1538664204901
2080	5	6	0	0	222.893097395447
2080	5	7	0	0	285.867302770762
2080	5	8	0	0	285.203871711898
2080	5	9	0	0	17.8323604641264
2080	5	10	0	0	76.4960042880666
2080	5	11	0	0	239.463835790178
2080	5	12	0	0	160.02269461818
2080	5	13	0	0	67.5299533342713
2080	5	14	0	0	166.674437509635
2080	5	15	0	0	92.08130922730948
2080	5	16	0	0	120.52047387607
2080	5	17	0	0	267.011089084523
2080	5	18	0	0	269.690829416175
2080	5	19	0	0	178.872361805542
2080	5	20	0	0	179.23894264184202
2080	5	21	0	0	66.2689253990496
2080	5	22	0	0	111.868636733017
2080	5	23	0	0	281.258865663368
2080	5	24	0	0	342.96125032558103
2080	5	25	0	0	219.071707463462
2080	5	26	0	0	280.045674294832
2080	5	27	0	0	341.876699582225
2080	5	28	0	0	261.342569264882
2080	5	29	0	0	156.479515900054
2080	5	30	0	0	182.375393111652
2080	5	31	0	0	127.47922787081
2080	6	1	0	0	145.152103551928
2080	6	2	0	0	135.648303282182
2080	6	3	0	0	77.7270821957941
2080	6	4	0	0	108.463978083929
2080	6	5	0	0	154.541488238292
2080	6	6	0	0	99.368550047533
2080	6	7	0	0	31.7847843667769
2080	6	8	0	0	73.6590424210483
2080	6	9	0	0	201.73181810532
2080	6	10	0	0	274.390547748147
2080	6	11	0	0	262.484069632659
2080	6	12	0	0	340.384652677472
2080	6	13	0	0	324.176848855719
2080	6	14	0	0	135.80375814948
2080	6	15	0	0	111.90930503943
2080	6	16	0	0	109.678180888116
2080	6	17	0	0	86.5800615527544
2080	6	18	0	0	305.023632092985
2080	6	19	0	0	343.104311801883
2080	6	20	0	0	327.445612082499
2080	6	21	0	0	330.461564571999
2080	6	22	0	0	259.49192136277003
2080	6	23	0	0	126.95220530164
2080	6	24	0	0	161.67243348468398
2080	6	25	0	0	313.570861526787
2080	6	26	0	0	317.40683629732104
2080	6	27	0	0	305.950830569897
2080	6	28	0	0	282.790592865265
2080	6	29	0	0	280.079621465451
2080	6	30	0	0	265.12116336686
2080	7	1	0	0	246.054159309921
2080	7	2	0	0	288.36132196484
2080	7	3	0	0	266.484731418951
2080	7	4	0	0	351.256792765142
2080	7	5	0	0	306.494129628374
2080	7	6	0	0	300.984620730971
2080	7	7	0	0	333.44798766776
2080	7	8	0	0	291.211614015107
2080	7	9	0	0	262.78738577431704
2080	7	10	0	0	291.192682549772
2080	7	11	0	0	201.65060260703495
2080	7	12	0	0	116.936468188994
2080	7	13	0	0	72.0106344373149
2080	7	14	0	0	138.36919591609302
2080	7	15	0	0	274.834221936095
2080	7	16	0	0	89.4525322981873
2080	7	17	0	0	274.195112474388
2080	7	18	0	0	227.138618458287
2080	7	19	0	0	199.570801041406
2080	7	20	0	0	231.387769984099
2080	7	21	0	0	302.96278578007804
2080	7	22	0	0	267.418289271432
2080	7	23	0	0	310.079291002592
2080	7	24	0	0	280.115229753375
2080	7	25	0	0	280.486968424859
2080	7	26	0	0	268.678232601419
2080	7	27	0	0	252.587960493319
2080	7	28	0	0	263.261567673653
2080	7	29	0	0	260.372689529877
2080	7	30	0	0	271.983879551368
2080	7	31	0	0	126.021337461966
2080	8	1	0	0	276.479823399366
2080	8	2	0	0	282.5852955232
2080	8	3	0	0	257.2749636661
2080	8	4	0	0	255.607930989196
2080	8	5	0	0	255.186664432387
2080	8	6	0	0	256.533682041066
2080	8	7	0	0	257.832442580155
2080	8	8	0	0	256.922999219944
2080	8	9	0	0	252.30230468774
2080	8	10	0	0	236.37540567159303
2080	8	11	0	0	217.769471446506
2080	8	12	0	0	185.84494309892503
2080	8	13	0	0	241.776131499526
2080	8	14	0	0	262.500305188731
2080	8	15	0	0	158.21427839570498
2080	8	16	0	0	142.72808627663
2080	8	17	0	0	235.488668780584
2080	8	18	0	0	248.73283642689304
2080	8	19	0	0	251.605720483074
2080	8	20	0	0	240.186365796472
2080	8	21	0	0	229.921852985373
2080	8	22	0	0	220.38074223673
2080	8	23	0	0	78.0785724216914
2080	8	24	0	0	156.100488269214
2080	8	25	0	0	90.1436421679886
2080	8	26	0	0	97.999801397691
2080	8	27	0	0	146.227002192879
2080	8	28	0	0	189.242505906603
2080	8	29	0	0	216.081492768082
2080	8	30	0	0	68.1384888294906
2080	8	31	0	0	205.845876587221
2080	9	1	0	0	177.56398973811
2080	9	2	0	0	161.642787129926
2080	9	3	0	0	208.399695318074
2080	9	4	0	0	214.53745029826803
2080	9	5	0	0	214.27553360043095
2080	9	6	0	0	198.893205770115
2080	9	7	0	0	190.011855663114
2080	9	8	0	0	209.843505045036
2080	9	9	0	0	104.936604117368
2080	9	10	0	0	98.6953764496637
2080	9	11	0	0	109.318931633453
2080	9	12	0	0	90.121979198804
2080	9	13	0	0	64.3067402738685
2080	9	14	0	0	80.66348847477259
2080	9	15	0	0	190.422252362326
2080	9	16	0	0	86.15461681294701
2080	9	17	0	0	147.128140130998
2080	9	18	0	0	70.79063147069971
2080	9	19	0	0	161.295935256442
2080	9	20	0	0	154.714468200376
2080	9	21	0	0	160.030625089874
2080	9	22	0	0	27.2739572397347
2080	9	23	0	0	30.5813533836102
2080	9	24	0	0	62.3676923951664
2080	9	25	0	0	165.773854238502
2080	9	26	0	0	152.307602364063
2080	9	27	0	0	150.35577326302
2080	9	28	0	0	155.150544665849
2080	9	29	0	0	137.099792164619
2080	9	30	0	0	69.1773259690801
2080	10	1	0	0	151.303703584725
2080	10	2	0	0	166.931852316954
2080	10	3	0	0	108.806113524027
2080	10	4	0	0	56.5423299603339
2080	10	5	0	0	136.451843538672
2080	10	6	0	0	102.715993761111
2080	10	7	0	0	122.648862011082
2080	10	8	0	0	125.369876825196
2080	10	9	0	0	74.3644719755042
2080	10	10	0	0	124.246518938366
2080	10	11	0	0	122.955992672195
2080	10	12	0	0	56.3641692912732
2080	10	13	0	0	39.715354377354295
2080	10	14	0	0	124.259506061847
2080	10	15	0	0	91.3363556196454
2080	10	16	0	0	56.5777035627744
2080	10	17	0	0	106.628361887037
2080	10	18	0	0	16.6422979342064
2080	10	19	0	0	105.635406045619
2080	10	20	0	0	101.233698928654
2080	10	21	0	0	64.38600725791851
2080	10	22	0	0	105.729319410157
2080	10	23	0	0	104.05755339565
2080	10	24	0	0	57.9198314068384
2080	10	25	0	0	23.2728497358453
2080	10	26	0	0	79.4746704241107
2080	10	27	0	0	82.2023756398849
2080	10	28	0	0	60.572003770388896
2080	10	29	0	0	70.9094284848877
2080	10	30	0	0	69.3835674000816
2080	10	31	0	0	88.2489968677977
2080	11	1	0	0	58.5134306843904
2080	11	2	0	0	45.6195499723815
2080	11	3	0	0	21.4602978152858
2080	11	4	0	0	16.697938866811498
2080	11	5	0	0	15.3537285295763
2080	11	6	0	0	42.4955110693564
2080	11	7	0	0	77.2207923450565
2080	11	8	0	0	72.5146279658007
2080	11	9	0	0	9.34337513783131
2080	11	10	0	0	40.593175279042605
2080	11	11	0	0	32.2913958706774
2080	11	12	0	0	6.86985217942597
2080	11	13	0	0	37.9135209749562
2080	11	14	0	0	16.6362247724842
2080	11	15	0	0	8.71409038930183
2080	11	16	0	0	9.699794554181633
2080	11	17	0	0	17.4210603191773
2080	11	18	0	0	8.42214316382398
2080	11	19	0	0	11.9301313463374
2080	11	20	0	0	35.8899029424026
2080	11	21	0	0	32.6077646445676
2080	11	22	0	0	20.4077493708447
2080	11	23	0	0	51.3456684622884
2080	11	24	0	0	51.9308330226867
2080	11	25	0	0	51.665074617316506
2080	11	26	0	0	18.6134314879405
2080	11	27	0	0	41.6925299839289
2080	11	28	0	0	49.921070399916495
2080	11	29	0	0	43.4809854298392
2080	11	30	0	0	43.832954401271294
2080	12	1	0	0	45.53131388031589
2080	12	2	0	0	22.503031200384
2080	12	3	0	0	24.014388109163495
2080	12	4	0	0	14.8088879792532
2080	12	5	0	0	20.4307330644753
2080	12	6	0	0	10.3510648413173
2080	12	7	0	0	5.2727635597005
2080	12	8	0	0	38.1584335792971
2080	12	9	0	0	13.5802386076444
2080	12	10	0	0	7.44835878475612
2080	12	11	0	0	40.4764716435668
2080	12	12	0	0	10.9958222027449
2080	12	13	0	0	36.4542272800543
2080	12	14	0	0	18.3690957862365
2080	12	15	0	0	3.74770982501856
2080	12	16	0	0	10.5708960573091
2080	12	17	0	0	40.6575084332395
2080	12	18	0	0	19.7344830168234
2080	12	19	0	0	17.1044229827131
