Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
1443;Freiburg;RSK;04.06.2018;07.06.2018;4;;eor;                                                                                                                                                         
1443;Freiburg;RSKF;31.03.1875;29.04.1875;30;;eor;                                                                                                                                                       
1443;Freiburg;RSKF;10.02.1878;10.02.1878;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;24.12.1878;24.12.1878;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;01.04.1879;01.04.1879;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;07.06.1886;07.06.1886;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;20.06.1886;20.06.1886;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;30.07.1888;30.07.1888;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;14.08.1889;14.08.1889;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;24.05.1890;24.05.1890;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;23.10.1890;24.10.1890;2;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;21.02.1897;21.02.1897;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;30.09.1899;30.10.1899;31;;eor;                                                                                                                                                       
1443;Freiburg;RSKF;31.12.1902;30.01.1903;31;;eor;                                                                                                                                                       
1443;Freiburg;RSKF;12.10.1906;12.10.1906;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;15.06.1907;16.06.1907;2;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;10.11.1907;10.11.1907;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;30.06.1909;30.07.1909;31;;eor;                                                                                                                                                       
1443;Freiburg;RSKF;04.01.1910;04.01.1910;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;03.02.1910;03.02.1910;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;30.09.1911;02.10.1911;3;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;04.10.1911;04.10.1911;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;06.10.1911;09.10.1911;4;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;15.10.1911;15.10.1911;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;22.10.1911;22.10.1911;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;26.10.1911;26.10.1911;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;29.10.1911;30.10.1911;2;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;02.02.1912;05.02.1912;4;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;31.08.1919;26.09.1919;27;;eor;                                                                                                                                                       
1443;Freiburg;RSKF;01.01.1922;30.04.1949;9982;;eor;                                                                                                                                                     
1443;Freiburg;RSKF;30.11.2002;30.11.2002;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;26.09.2003;26.09.2003;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;23.10.2003;23.10.2003;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;12.04.2005;12.04.2005;1;;eor;                                                                                                                                                        
1443;Freiburg;RSKF;04.06.2018;07.06.2018;4;;eor;                                                                                                                                                        
1443;Freiburg;SHK_TAG;01.04.1875;30.04.1875;30;;eor;                                                                                                                                                    
1443;Freiburg;SHK_TAG;23.01.1878;29.01.1878;7;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;19.12.1890;19.12.1890;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;14.02.1891;15.02.1891;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;16.01.1893;22.01.1893;7;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;24.01.1893;30.01.1893;7;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;17.02.1894;17.02.1894;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;07.01.1895;07.01.1895;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;11.01.1895;12.01.1895;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;23.01.1895;24.01.1895;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;01.02.1895;09.02.1895;9;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;12.02.1895;14.02.1895;3;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;01.03.1895;07.03.1895;7;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;20.12.1895;20.12.1895;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;08.01.1896;12.01.1896;5;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;16.12.1896;17.12.1896;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;22.01.1897;22.01.1897;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;29.01.1897;29.01.1897;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;20.02.1898;20.02.1898;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;21.12.1898;21.12.1898;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;27.01.1899;27.01.1899;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;08.04.1899;08.04.1899;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;01.10.1899;31.10.1899;31;;eor;                                                                                                                                                    
1443;Freiburg;SHK_TAG;13.12.1899;17.12.1899;5;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;28.01.1900;29.01.1900;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;01.02.1900;03.02.1900;3;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;15.02.1900;15.02.1900;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;01.03.1900;01.03.1900;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;04.03.1900;06.03.1900;3;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;31.03.1900;01.04.1900;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;02.01.1901;04.01.1901;3;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;29.01.1901;31.01.1901;3;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;16.12.1901;16.12.1901;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;26.01.1902;26.01.1902;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;01.01.1903;31.01.1903;31;;eor;                                                                                                                                                    
1443;Freiburg;SHK_TAG;27.11.1904;27.11.1904;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;29.11.1904;29.11.1904;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;03.01.1905;03.01.1905;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;25.01.1905;25.01.1905;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;28.01.1905;31.01.1905;4;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;27.04.1907;27.04.1907;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;21.04.1908;21.04.1908;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;17.02.1909;17.02.1909;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;01.07.1909;31.07.1909;31;;eor;                                                                                                                                                    
1443;Freiburg;SHK_TAG;01.02.1912;08.02.1912;8;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;01.09.1919;27.09.1919;27;;eor;                                                                                                                                                    
1443;Freiburg;SHK_TAG;01.01.1922;30.04.1949;9982;;eor;                                                                                                                                                  
1443;Freiburg;SHK_TAG;03.10.2002;03.10.2002;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;05.10.2002;06.10.2002;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;12.10.2002;13.10.2002;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;19.10.2002;20.10.2002;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;26.10.2002;30.03.2003;156;;eor;                                                                                                                                                   
1443;Freiburg;SHK_TAG;05.04.2003;06.04.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;12.04.2003;13.04.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;18.04.2003;21.04.2003;4;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;26.04.2003;27.04.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;01.05.2003;01.05.2003;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;03.05.2003;04.05.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;08.05.2003;18.05.2003;11;;eor;                                                                                                                                                    
1443;Freiburg;SHK_TAG;24.05.2003;25.05.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;29.05.2003;29.05.2003;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;31.05.2003;01.06.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;07.06.2003;09.06.2003;3;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;12.06.2003;12.06.2003;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;14.06.2003;15.06.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;19.06.2003;19.06.2003;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;21.06.2003;22.06.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;28.06.2003;29.06.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;05.07.2003;06.07.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;12.07.2003;13.07.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;19.07.2003;20.07.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;26.07.2003;27.07.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;30.07.2003;03.08.2003;5;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;09.08.2003;10.08.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;16.08.2003;17.08.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;20.08.2003;26.08.2003;7;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;30.08.2003;31.08.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;06.09.2003;07.09.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;13.09.2003;14.09.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;20.09.2003;21.09.2003;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;26.09.2003;04.11.2008;1867;;eor;                                                                                                                                                  
1443;Freiburg;SHK_TAG;06.11.2008;22.11.2008;17;;eor;                                                                                                                                                    
1443;Freiburg;SHK_TAG;24.11.2008;10.12.2008;17;;eor;                                                                                                                                                    
1443;Freiburg;SHK_TAG;13.12.2008;17.12.2008;5;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;19.12.2008;05.01.2009;18;;eor;                                                                                                                                                    
1443;Freiburg;SHK_TAG;18.01.2009;05.03.2009;47;;eor;                                                                                                                                                    
1443;Freiburg;SHK_TAG;07.03.2009;14.10.2009;222;;eor;                                                                                                                                                   
1443;Freiburg;SHK_TAG;01.05.2010;05.10.2010;158;;eor;                                                                                                                                                   
1443;Freiburg;SHK_TAG;01.05.2011;05.10.2011;158;;eor;                                                                                                                                                   
1443;Freiburg;SHK_TAG;01.05.2012;01.10.2012;154;Automat: Sensor von Mai bis September nicht in Betrieb;eor;                                                                                             
1443;Freiburg;SHK_TAG;01.05.2013;11.09.2013;134;;eor;                                                                                                                                                   
1443;Freiburg;SHK_TAG;27.06.2014;30.06.2014;4;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;29.12.2014;29.12.2014;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;24.03.2015;27.03.2015;4;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;01.05.2015;05.10.2015;158;;eor;                                                                                                                                                   
1443;Freiburg;SHK_TAG;03.05.2016;02.01.2017;245;;eor;                                                                                                                                                   
1443;Freiburg;SHK_TAG;12.01.2017;14.01.2017;3;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;31.01.2017;06.10.2017;249;;eor;                                                                                                                                                   
1443;Freiburg;SHK_TAG;23.02.2018;23.02.2018;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;01.05.2018;01.10.2018;154;Automat: Sensor von Mai bis September nicht in Betrieb;eor;                                                                                             
1443;Freiburg;SHK_TAG;01.05.2019;01.10.2019;154;Automat: Sensor von Mai bis September nicht in Betrieb;eor;                                                                                             
1443;Freiburg;SHK_TAG;29.04.2020;29.04.2020;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;01.05.2020;01.10.2020;154;Automat: Sensor von Mai bis September nicht in Betrieb;eor;                                                                                             
1443;Freiburg;SHK_TAG;14.10.2020;20.10.2020;7;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;12.05.2021;13.05.2021;2;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;01.06.2021;30.09.2021;122;;eor;                                                                                                                                                   
1443;Freiburg;SHK_TAG;15.10.2021;15.10.2021;1;;eor;                                                                                                                                                     
1443;Freiburg;SHK_TAG;26.12.2021;27.12.2021;2;;eor;                                                                                                                                                     
generiert: 30.03.2022 --  Deutscher Wetterdienst  --                                                                                                                                                    
