YYYY	MM	DD	hh	mm	PREC
2013	7	31	0	0	0.24
2013	8	1	0	0	0.0
2013	8	2	0	0	0.0
2013	8	3	0	0	0.64
2013	8	4	0	0	0.0
2013	8	5	0	0	0.0
2013	8	6	0	0	7.25
2013	8	7	0	0	1.99
2013	8	8	0	0	4.67
2013	8	9	0	0	1.25
2013	8	10	0	0	0.0
2013	8	11	0	0	0.0
2013	8	12	0	0	7.88
2013	8	13	0	0	0.0
2013	8	14	0	0	0.0
2013	8	15	0	0	0.0
2013	8	16	0	0	0.0
2013	8	17	0	0	0.0
2013	8	18	0	0	0.91
2013	8	19	0	0	10.73
2013	8	20	0	0	0.0
2013	8	21	0	0	0.0
2013	8	22	0	0	0.0
2013	8	23	0	0	0.0
2013	8	24	0	0	8.4
2013	8	25	0	0	38.66
2013	8	26	0	0	0.12
2013	8	27	0	0	0.0
2013	8	28	0	0	0.0
2013	8	29	0	0	0.0
2013	8	30	0	0	0.0
2013	8	31	0	0	0.0
2013	9	1	0	0	0.0
2013	9	2	0	0	0.0
2013	9	3	0	0	0.0
2013	9	4	0	0	0.0
2013	9	5	0	0	0.0
2013	9	6	0	0	0.0
2013	9	7	0	0	0.69
2013	9	8	0	0	13.33
2013	9	9	0	0	3.63
2013	9	10	0	0	4.1
2013	9	11	0	0	12.1
2013	9	12	0	0	32.01
2013	9	13	0	0	0.0
2013	9	14	0	0	9.48
2013	9	15	0	0	0.72
2013	9	16	0	0	12.43
2013	9	17	0	0	3.68
2013	9	18	0	0	20.9
2013	9	19	0	0	0.68
2013	9	20	0	0	1.11
2013	9	21	0	0	0.0
2013	9	22	0	0	0.0
2013	9	23	0	0	0.0
2013	9	24	0	0	0.0
2013	9	25	0	0	0.0
2013	9	26	0	0	2.47
2013	9	27	0	0	0.0
2013	9	28	0	0	0.0
2013	9	29	0	0	0.0
2013	9	30	0	0	0.0
2013	10	1	0	0	0.0
2013	10	2	0	0	0.0
2013	10	3	0	0	0.0
2013	10	4	0	0	0.71
2013	10	5	0	0	22.69
2013	10	6	0	0	1.01
2013	10	7	0	0	0.0
2013	10	8	0	0	0.0
2013	10	9	0	0	0.0
2013	10	10	0	0	18.52
2013	10	11	0	0	1.11
2013	10	12	0	0	3.11
2013	10	13	0	0	0.8
2013	10	14	0	0	2.19
2013	10	15	0	0	17.36
2013	10	16	0	0	0.98
2013	10	17	0	0	0.8
2013	10	18	0	0	1.86
2013	10	19	0	0	4.44
2013	10	20	0	0	13.36
2013	10	21	0	0	0.0
2013	10	22	0	0	0.0
2013	10	23	0	0	3.95
2013	10	24	0	0	0.0
2013	10	25	0	0	0.0
2013	10	26	0	0	0.0
2013	10	27	0	0	10.1
2013	10	28	0	0	0.0
2013	10	29	0	0	0.88
2013	10	30	0	0	0.0
2013	10	31	0	0	0.0
2013	11	1	0	0	0.23
2013	11	2	0	0	9.22
2013	11	3	0	0	5.98
2013	11	4	0	0	2.88
2013	11	5	0	0	4.33
2013	11	6	0	0	13.55
2013	11	7	0	0	1.77
2013	11	8	0	0	9.11
2013	11	9	0	0	1.71
2013	11	10	0	0	9.92
2013	11	11	0	0	0.0
2013	11	12	0	0	0.26
2013	11	13	0	0	3.09
2013	11	14	0	0	0.23
2013	11	15	0	0	0.0
2013	11	16	0	0	0.0
2013	11	17	0	0	0.0
2013	11	18	0	0	0.0
2013	11	19	0	0	7.9
2013	11	20	0	0	8.11
2013	11	21	0	0	2.29
2013	11	22	0	0	0.36
2013	11	23	0	0	0.0
2013	11	24	0	0	0.22
2013	11	25	0	0	0.25
2013	11	26	0	0	0.0
2013	11	27	0	0	0.0
2013	11	28	0	0	0.94
2013	11	29	0	0	3.94
2013	11	30	0	0	0.0
2013	12	1	0	0	0.0
2013	12	2	0	0	0.0
2013	12	3	0	0	0.0
2013	12	4	0	0	0.99
2013	12	5	0	0	2.88
2013	12	6	0	0	1.42
2013	12	7	0	0	0.6
2013	12	8	0	0	0.21
2013	12	9	0	0	0.0
2013	12	10	0	0	0.0
2013	12	11	0	0	0.0
2013	12	12	0	0	0.0
2013	12	13	0	0	0.0
2013	12	14	0	0	4.57
2013	12	15	0	0	0.0
2013	12	16	0	0	0.0
2013	12	17	0	0	0.0
2013	12	18	0	0	0.0
2013	12	19	0	0	3.84
2013	12	20	0	0	1.3
2013	12	21	0	0	0.0
2013	12	22	0	0	1.36
2013	12	23	0	0	1.85
2013	12	24	0	0	0.0
2013	12	25	0	0	12.55
2013	12	26	0	0	17.73
2013	12	27	0	0	0.0
2013	12	28	0	0	9.85
2013	12	29	0	0	1.94
2013	12	30	0	0	0.0
2013	12	31	0	0	0.0
2014	1	1	0	0	0.49
2014	1	2	0	0	7.14
2014	1	3	0	0	1.28
2014	1	4	0	0	0.85
2014	1	5	0	0	2.15
2014	1	6	0	0	0.82
2014	1	7	0	0	0.56
2014	1	8	0	0	0.69
2014	1	9	0	0	8.35
2014	1	10	0	0	0.0
2014	1	11	0	0	0.68
2014	1	12	0	0	0.0
2014	1	13	0	0	6.72
2014	1	14	0	0	1.01
2014	1	15	0	0	0.0
2014	1	16	0	0	4.64
2014	1	17	0	0	0.0
2014	1	18	0	0	0.0
2014	1	19	0	0	0.0
2014	1	20	0	0	0.9
2014	1	21	0	0	2.36
2014	1	22	0	0	0.1
2014	1	23	0	0	2.69
2014	1	24	0	0	3.5
2014	1	25	0	0	1.72
2014	1	26	0	0	7.02
2014	1	27	0	0	3.54
2014	1	28	0	0	2.11
2014	1	29	0	0	0.0
2014	1	30	0	0	0.0
2014	1	31	0	0	0.0
2014	2	1	0	0	0.47
2014	2	2	0	0	4.16
2014	2	3	0	0	0.0
2014	2	4	0	0	0.0
2014	2	5	0	0	1.14
2014	2	6	0	0	0.66
2014	2	7	0	0	0.36
2014	2	8	0	0	6.6
2014	2	9	0	0	2.73
2014	2	10	0	0	2.47
2014	2	11	0	0	0.0
2014	2	12	0	0	0.0
2014	2	13	0	0	13.19
2014	2	14	0	0	0.36
2014	2	15	0	0	11.03
2014	2	16	0	0	0.0
2014	2	17	0	0	0.0
2014	2	18	0	0	0.0
2014	2	19	0	0	0.98
2014	2	20	0	0	0.23
2014	2	21	0	0	1.07
2014	2	22	0	0	0.35
2014	2	23	0	0	0.0
2014	2	24	0	0	0.0
2014	2	25	0	0	0.0
2014	2	26	0	0	5.45
2014	2	27	0	0	1.15
2014	2	28	0	0	2.18
2014	3	1	0	0	0.45
2014	3	2	0	0	0.0
2014	3	3	0	0	0.0
2014	3	4	0	0	0.0
2014	3	5	0	0	2.7
2014	3	6	0	0	0.0
2014	3	7	0	0	0.0
2014	3	8	0	0	0.0
2014	3	9	0	0	0.0
2014	3	10	0	0	0.0
2014	3	11	0	0	0.0
2014	3	12	0	0	0.0
2014	3	13	0	0	0.0
2014	3	14	0	0	0.0
2014	3	15	0	0	2.33
2014	3	16	0	0	0.12
2014	3	17	0	0	0.0
2014	3	18	0	0	0.0
2014	3	19	0	0	0.0
2014	3	20	0	0	0.0
2014	3	21	0	0	0.42
2014	3	22	0	0	7.62
2014	3	23	0	0	0.0
2014	3	24	0	0	0.0
2014	3	25	0	0	0.0
2014	3	26	0	0	0.0
2014	3	27	0	0	0.0
2014	3	28	0	0	0.0
2014	3	29	0	0	0.0
2014	3	30	0	0	0.0
2014	3	31	0	0	0.0
2014	4	1	0	0	0.0
2014	4	2	0	0	0.0
2014	4	3	0	0	0.0
2014	4	4	0	0	2.45
2014	4	5	0	0	1.56
2014	4	6	0	0	0.0
2014	4	7	0	0	0.0
2014	4	8	0	0	3.7
2014	4	9	0	0	0.43
2014	4	10	0	0	0.0
2014	4	11	0	0	0.0
2014	4	12	0	0	0.0
2014	4	13	0	0	0.0
2014	4	14	0	0	2.9
2014	4	15	0	0	0.51
2014	4	16	0	0	0.0
2014	4	17	0	0	0.0
2014	4	18	0	0	7.81
2014	4	19	0	0	0.0
2014	4	20	0	0	0.0
2014	4	21	0	0	1.0
2014	4	22	0	0	0.0
2014	4	23	0	0	0.0
2014	4	24	0	0	0.0
2014	4	25	0	0	0.0
2014	4	26	0	0	6.81
2014	4	27	0	0	11.73
2014	4	28	0	0	0.0
2014	4	29	0	0	4.84
2014	4	30	0	0	9.51
2014	5	1	0	0	1.83
2014	5	2	0	0	1.77
2014	5	3	0	0	0.0
2014	5	4	0	0	0.0
2014	5	5	0	0	0.0
2014	5	6	0	0	0.19
2014	5	7	0	0	6.91
2014	5	8	0	0	12.96
2014	5	9	0	0	0.0
2014	5	10	0	0	10.6
2014	5	11	0	0	5.29
2014	5	12	0	0	1.65
2014	5	13	0	0	3.83
2014	5	14	0	0	0.8
2014	5	15	0	0	0.0
2014	5	16	0	0	0.0
2014	5	17	0	0	0.0
2014	5	18	0	0	0.0
2014	5	19	0	0	0.0
2014	5	20	0	0	0.0
2014	5	21	0	0	0.0
2014	5	22	0	0	0.0
2014	5	23	0	0	3.37
2014	5	24	0	0	1.84
2014	5	25	0	0	0.0
2014	5	26	0	0	8.37
2014	5	27	0	0	0.31
2014	5	28	0	0	0.0
2014	5	29	0	0	0.0
2014	5	30	0	0	0.0
2014	5	31	0	0	0.0
2014	6	1	0	0	0.0
2014	6	2	0	0	0.0
2014	6	3	0	0	0.0
2014	6	4	0	0	1.07
2014	6	5	0	0	0.0
2014	6	6	0	0	0.0
2014	6	7	0	0	0.0
2014	6	8	0	0	0.0
2014	6	9	0	0	0.0
2014	6	10	0	0	0.0
2014	6	11	0	0	0.0
2014	6	12	0	0	0.0
2014	6	13	0	0	0.0
2014	6	14	0	0	0.0
2014	6	15	0	0	0.0
2014	6	16	0	0	0.0
2014	6	17	0	0	0.0
2014	6	18	0	0	0.0
2014	6	19	0	0	0.25
2014	6	20	0	0	3.24
2014	6	21	0	0	0.0
2014	6	22	0	0	0.0
2014	6	23	0	0	0.0
2014	6	24	0	0	0.0
2014	6	25	0	0	1.56
2014	6	26	0	0	0.0
2014	6	27	0	0	0.64
2014	6	28	0	0	3.58
2014	6	29	0	0	17.37
2014	6	30	0	0	2.0
2014	7	1	0	0	0.0
2014	7	2	0	0	0.0
2014	7	3	0	0	0.0
2014	7	4	0	0	0.14
2014	7	5	0	0	1.76
2014	7	6	0	0	9.27
2014	7	7	0	0	25.81
2014	7	8	0	0	11.27
2014	7	9	0	0	16.04
2014	7	10	0	0	3.24
2014	7	11	0	0	0.0
2014	7	12	0	0	3.5
2014	7	13	0	0	4.33
2014	7	14	0	0	1.02
2014	7	15	0	0	0.0
2014	7	16	0	0	0.0
2014	7	17	0	0	0.0
2014	7	18	0	0	0.0
2014	7	19	0	0	0.0
2014	7	20	0	0	3.66
2014	7	21	0	0	2.35
2014	7	22	0	0	12.75
2014	7	23	0	0	0.0
2014	7	24	0	0	0.0
2014	7	25	0	0	0.0
2014	7	26	0	0	0.0
2014	7	27	0	0	0.0
2014	7	28	0	0	0.12
2014	7	29	0	0	16.46
2014	7	30	0	0	5.47
2014	7	31	0	0	0.0
2014	8	1	0	0	0.0
2014	8	2	0	0	1.18
2014	8	3	0	0	0.81
2014	8	4	0	0	0.59
2014	8	5	0	0	0.25
2014	8	6	0	0	0.64
2014	8	7	0	0	0.0
2014	8	8	0	0	0.0
2014	8	9	0	0	0.0
2014	8	10	0	0	6.72
2014	8	11	0	0	0.14
2014	8	12	0	0	0.24
2014	8	13	0	0	8.65
2014	8	14	0	0	3.65
2014	8	15	0	0	9.43
2014	8	16	0	0	1.16
2014	8	17	0	0	0.0
2014	8	18	0	0	0.38
2014	8	19	0	0	0.0
2014	8	20	0	0	0.0
2014	8	21	0	0	0.0
2014	8	22	0	0	0.0
2014	8	23	0	0	8.0
2014	8	24	0	0	0.0
2014	8	25	0	0	3.09
2014	8	26	0	0	23.2
2014	8	27	0	0	7.48
2014	8	28	0	0	0.0
2014	8	29	0	0	0.0
2014	8	30	0	0	0.73
2014	8	31	0	0	30.57
2014	9	1	0	0	0.0
2014	9	2	0	0	0.0
2014	9	3	0	0	0.0
2014	9	4	0	0	0.0
2014	9	5	0	0	0.0
2014	9	6	0	0	0.0
2014	9	7	0	0	0.0
2014	9	8	0	0	0.0
2014	9	9	0	0	0.0
2014	9	10	0	0	0.0
2014	9	11	0	0	3.47
2014	9	12	0	0	29.54
2014	9	13	0	0	1.13
2014	9	14	0	0	0.0
2014	9	15	0	0	0.0
2014	9	16	0	0	0.0
2014	9	17	0	0	0.0
2014	9	18	0	0	0.63
2014	9	19	0	0	0.74
2014	9	20	0	0	0.0
2014	9	21	0	0	27.64
2014	9	22	0	0	10.03
2014	9	23	0	0	0.0
2014	9	24	0	0	0.0
2014	9	25	0	0	0.24
2014	9	26	0	0	0.0
2014	9	27	0	0	0.0
2014	9	28	0	0	0.0
2014	9	29	0	0	0.0
2014	9	30	0	0	1.22
2014	10	1	0	0	0.0
2014	10	2	0	0	0.0
2014	10	3	0	0	0.0
2014	10	4	0	0	0.0
2014	10	5	0	0	0.0
2014	10	6	0	0	0.0
2014	10	7	0	0	2.95
2014	10	8	0	0	0.5
2014	10	9	0	0	0.59
2014	10	10	0	0	1.9
2014	10	11	0	0	5.11
2014	10	12	0	0	0.22
2014	10	13	0	0	0.36
2014	10	14	0	0	0.0
2014	10	15	0	0	9.74
2014	10	16	0	0	1.11
2014	10	17	0	0	12.75
2014	10	18	0	0	0.0
2014	10	19	0	0	0.0
2014	10	20	0	0	4.15
2014	10	21	0	0	10.87
2014	10	22	0	0	4.42
2014	10	23	0	0	0.0
2014	10	24	0	0	0.0
2014	10	25	0	0	0.89
2014	10	26	0	0	0.0
2014	10	27	0	0	0.0
2014	10	28	0	0	0.0
2014	10	29	0	0	1.54
2014	10	30	0	0	0.18
2014	10	31	0	0	0.0
2014	11	1	0	0	0.0
2014	11	2	0	0	0.0
2014	11	3	0	0	0.0
2014	11	4	0	0	0.0
2014	11	5	0	0	16.56
2014	11	6	0	0	1.16
2014	11	7	0	0	0.0
2014	11	8	0	0	0.0
2014	11	9	0	0	0.0
2014	11	10	0	0	2.64
2014	11	11	0	0	0.0
2014	11	12	0	0	0.36
2014	11	13	0	0	1.02
2014	11	14	0	0	0.0
2014	11	15	0	0	4.21
2014	11	16	0	0	10.26
2014	11	17	0	0	0.0
2014	11	18	0	0	11.27
2014	11	19	0	0	0.56
2014	11	20	0	0	0.0
2014	11	21	0	0	0.0
2014	11	22	0	0	0.0
2014	11	23	0	0	0.0
2014	11	24	0	0	0.0
2014	11	25	0	0	0.0
2014	11	26	0	0	0.0
2014	11	27	0	0	0.0
2014	11	28	0	0	0.0
2014	11	29	0	0	0.0
2014	11	30	0	0	0.0
2014	12	1	0	0	0.52
2014	12	2	0	0	1.26
2014	12	3	0	0	0.28
2014	12	4	0	0	0.0
2014	12	5	0	0	0.0
2014	12	6	0	0	0.0
2014	12	7	0	0	0.82
2014	12	8	0	0	0.94
2014	12	9	0	0	0.0
2014	12	10	0	0	1.24
2014	12	11	0	0	4.9
2014	12	12	0	0	0.0
2014	12	13	0	0	4.09
2014	12	14	0	0	5.04
2014	12	15	0	0	0.16
2014	12	16	0	0	4.02
2014	12	17	0	0	3.99
2014	12	18	0	0	4.06
2014	12	19	0	0	12.96
2014	12	20	0	0	7.65
2014	12	21	0	0	1.37
2014	12	22	0	0	0.0
2014	12	23	0	0	0.0
2014	12	24	0	0	1.17
2014	12	25	0	0	3.36
2014	12	26	0	0	1.31
2014	12	27	0	0	9.09
2014	12	28	0	0	0.38
2014	12	29	0	0	4.43
2014	12	30	0	0	5.0
2014	12	31	0	0	1.29
2015	1	1	0	0	0.19
2015	1	2	0	0	2.69
2015	1	3	0	0	26.07
2015	1	4	0	0	0.0
2015	1	5	0	0	0.0
2015	1	6	0	0	0.0
2015	1	7	0	0	2.0
2015	1	8	0	0	4.09
2015	1	9	0	0	7.25
2015	1	10	0	0	7.56
2015	1	11	0	0	1.54
2015	1	12	0	0	0.0
2015	1	13	0	0	0.98
2015	1	14	0	0	4.74
2015	1	15	0	0	0.14
2015	1	16	0	0	9.68
2015	1	17	0	0	7.09
2015	1	18	0	0	0.0
2015	1	19	0	0	2.33
2015	1	20	0	0	4.07
2015	1	21	0	0	0.0
2015	1	22	0	0	0.26
2015	1	23	0	0	0.88
2015	1	24	0	0	3.7
2015	1	25	0	0	0.22
2015	1	26	0	0	7.68
2015	1	27	0	0	1.97
2015	1	28	0	0	3.41
2015	1	29	0	0	2.69
2015	1	30	0	0	5.26
2015	1	31	0	0	1.96
2015	2	1	0	0	2.48
2015	2	2	0	0	1.0
2015	2	3	0	0	0.0
2015	2	4	0	0	0.0
2015	2	5	0	0	0.0
2015	2	6	0	0	0.0
2015	2	7	0	0	0.0
2015	2	8	0	0	0.37
2015	2	9	0	0	1.98
2015	2	10	0	0	0.33
2015	2	11	0	0	0.0
2015	2	12	0	0	0.0
2015	2	13	0	0	0.0
2015	2	14	0	0	0.0
2015	2	15	0	0	0.0
2015	2	16	0	0	0.0
2015	2	17	0	0	0.0
2015	2	18	0	0	0.0
2015	2	19	0	0	0.0
2015	2	20	0	0	0.0
2015	2	21	0	0	0.62
2015	2	22	0	0	0.0
2015	2	23	0	0	4.91
2015	2	24	0	0	0.44
2015	2	25	0	0	1.65
2015	2	26	0	0	0.0
2015	2	27	0	0	4.88
2015	2	28	0	0	0.33
2015	3	1	0	0	3.09
2015	3	2	0	0	5.13
2015	3	3	0	0	0.9
2015	3	4	0	0	0.34
2015	3	5	0	0	0.0
2015	3	6	0	0	0.0
2015	3	7	0	0	0.0
2015	3	8	0	0	0.0
2015	3	9	0	0	0.0
2015	3	10	0	0	1.55
2015	3	11	0	0	0.1
2015	3	12	0	0	0.0
2015	3	13	0	0	0.0
2015	3	14	0	0	0.0
2015	3	15	0	0	0.0
2015	3	16	0	0	0.0
2015	3	17	0	0	0.0
2015	3	18	0	0	0.0
2015	3	19	0	0	0.0
2015	3	20	0	0	0.0
2015	3	21	0	0	0.0
2015	3	22	0	0	0.0
2015	3	23	0	0	0.0
2015	3	24	0	0	0.0
2015	3	25	0	0	0.0
2015	3	26	0	0	1.15
2015	3	27	0	0	0.33
2015	3	28	0	0	1.1
2015	3	29	0	0	8.99
2015	3	30	0	0	15.01
2015	3	31	0	0	9.59
2015	4	1	0	0	2.74
2015	4	2	0	0	12.21
2015	4	3	0	0	0.0
2015	4	4	0	0	2.63
2015	4	5	0	0	0.0
2015	4	6	0	0	0.0
2015	4	7	0	0	0.0
2015	4	8	0	0	0.0
2015	4	9	0	0	0.0
2015	4	10	0	0	0.0
2015	4	11	0	0	0.12
2015	4	12	0	0	0.48
2015	4	13	0	0	0.0
2015	4	14	0	0	0.0
2015	4	15	0	0	0.0
2015	4	16	0	0	0.0
2015	4	17	0	0	0.9
2015	4	18	0	0	0.0
2015	4	19	0	0	0.0
2015	4	20	0	0	0.0
2015	4	21	0	0	0.0
2015	4	22	0	0	0.0
2015	4	23	0	0	0.0
2015	4	24	0	0	0.0
2015	4	25	0	0	3.69
2015	4	26	0	0	0.8
2015	4	27	0	0	9.25
2015	4	28	0	0	5.6
2015	4	29	0	0	0.0
2015	4	30	0	0	2.21
2015	5	1	0	0	9.05
2015	5	2	0	0	0.83
2015	5	3	0	0	7.62
2015	5	4	0	0	0.24
2015	5	5	0	0	1.13
2015	5	6	0	0	0.24
2015	5	7	0	0	0.0
2015	5	8	0	0	0.0
2015	5	9	0	0	0.0
2015	5	10	0	0	0.0
2015	5	11	0	0	0.0
2015	5	12	0	0	0.0
2015	5	13	0	0	0.51
2015	5	14	0	0	0.0
2015	5	15	0	0	0.0
2015	5	16	0	0	0.64
2015	5	17	0	0	0.0
2015	5	18	0	0	0.0
2015	5	19	0	0	0.0
2015	5	20	0	0	2.01
2015	5	21	0	0	0.0
2015	5	22	0	0	0.0
2015	5	23	0	0	0.0
2015	5	24	0	0	0.0
2015	5	25	0	0	23.15
2015	5	26	0	0	0.24
2015	5	27	0	0	0.0
2015	5	28	0	0	0.24
2015	5	29	0	0	3.08
2015	5	30	0	0	4.46
2015	5	31	0	0	0.0
2015	6	1	0	0	1.02
2015	6	2	0	0	0.0
2015	6	3	0	0	0.0
2015	6	4	0	0	0.0
2015	6	5	0	0	0.0
2015	6	6	0	0	1.12
2015	6	7	0	0	0.0
2015	6	8	0	0	22.74
2015	6	9	0	0	0.0
2015	6	10	0	0	0.0
2015	6	11	0	0	0.0
2015	6	12	0	0	1.55
2015	6	13	0	0	0.0
2015	6	14	0	0	0.0
2015	6	15	0	0	0.0
2015	6	16	0	0	0.0
2015	6	17	0	0	0.0
2015	6	18	0	0	7.17
2015	6	19	0	0	3.5
2015	6	20	0	0	1.04
2015	6	21	0	0	1.29
2015	6	22	0	0	14.13
2015	6	23	0	0	7.77
2015	6	24	0	0	0.0
2015	6	25	0	0	0.0
2015	6	26	0	0	0.0
2015	6	27	0	0	5.21
2015	6	28	0	0	0.0
2015	6	29	0	0	0.0
2015	6	30	0	0	0.0
2015	7	1	0	0	0.0
2015	7	2	0	0	0.0
2015	7	3	0	0	0.0
2015	7	4	0	0	0.0
2015	7	5	0	0	0.0
2015	7	6	0	0	0.38
2015	7	7	0	0	0.87
2015	7	8	0	0	0.0
2015	7	9	0	0	4.11
2015	7	10	0	0	0.0
2015	7	11	0	0	0.0
2015	7	12	0	0	0.0
2015	7	13	0	0	0.96
2015	7	14	0	0	1.28
2015	7	15	0	0	0.0
2015	7	16	0	0	0.0
2015	7	17	0	0	0.0
2015	7	18	0	0	4.24
