YYYY	MM	DD	hh	mm	PREC
2015	7	19	0	0	1.69
2015	7	20	0	0	0.0
2015	7	21	0	0	0.0
2015	7	22	0	0	0.22
2015	7	23	0	0	0.44
2015	7	24	0	0	0.0
2015	7	25	0	0	1.79
2015	7	26	0	0	1.32
2015	7	27	0	0	0.24
2015	7	28	0	0	1.17
2015	7	29	0	0	2.14
2015	7	30	0	0	0.0
2015	7	31	0	0	0.0
2015	8	1	0	0	0.0
2015	8	2	0	0	0.0
2015	8	3	0	0	0.0
2015	8	4	0	0	0.24
2015	8	5	0	0	0.0
2015	8	6	0	0	0.0
2015	8	7	0	0	0.0
2015	8	8	0	0	0.0
2015	8	9	0	0	0.76
2015	8	10	0	0	0.0
2015	8	11	0	0	0.0
2015	8	12	0	0	0.88
2015	8	13	0	0	0.0
2015	8	14	0	0	8.63
2015	8	15	0	0	1.98
2015	8	16	0	0	12.76
2015	8	17	0	0	0.0
2015	8	18	0	0	0.0
2015	8	19	0	0	0.0
2015	8	20	0	0	1.09
2015	8	21	0	0	0.0
2015	8	22	0	0	0.0
2015	8	23	0	0	4.86
2015	8	24	0	0	12.54
2015	8	25	0	0	0.0
2015	8	26	0	0	0.0
2015	8	27	0	0	0.0
2015	8	28	0	0	2.2
2015	8	29	0	0	0.0
2015	8	30	0	0	0.0
2015	8	31	0	0	0.0
2015	9	1	0	0	3.02
2015	9	2	0	0	0.27
2015	9	3	0	0	3.85
2015	9	4	0	0	0.0
2015	9	5	0	0	1.42
2015	9	6	0	0	1.66
2015	9	7	0	0	0.24
2015	9	8	0	0	0.0
2015	9	9	0	0	0.0
2015	9	10	0	0	0.0
2015	9	11	0	0	0.0
2015	9	12	0	0	0.51
2015	9	13	0	0	0.0
2015	9	14	0	0	7.46
2015	9	15	0	0	0.0
2015	9	16	0	0	7.04
2015	9	17	0	0	3.65
2015	9	18	0	0	0.0
2015	9	19	0	0	0.75
2015	9	20	0	0	0.0
2015	9	21	0	0	0.0
2015	9	22	0	0	5.65
2015	9	23	0	0	5.99
2015	9	24	0	0	0.0
2015	9	25	0	0	0.0
2015	9	26	0	0	0.0
2015	9	27	0	0	0.0
2015	9	28	0	0	0.0
2015	9	29	0	0	0.0
2015	9	30	0	0	0.0
2015	10	1	0	0	0.0
2015	10	2	0	0	0.0
2015	10	3	0	0	0.0
2015	10	4	0	0	14.76
2015	10	5	0	0	3.0
2015	10	6	0	0	7.47
2015	10	7	0	0	0.39
2015	10	8	0	0	0.0
2015	10	9	0	0	0.0
2015	10	10	0	0	0.0
2015	10	11	0	0	0.0
2015	10	12	0	0	0.0
2015	10	13	0	0	0.0
2015	10	14	0	0	1.53
2015	10	15	0	0	1.64
2015	10	16	0	0	2.12
2015	10	17	0	0	0.33
2015	10	18	0	0	2.54
2015	10	19	0	0	0.83
2015	10	20	0	0	2.56
2015	10	21	0	0	0.0
2015	10	22	0	0	1.28
2015	10	23	0	0	0.47
2015	10	24	0	0	0.0
2015	10	25	0	0	0.37
2015	10	26	0	0	0.0
2015	10	27	0	0	0.0
2015	10	28	0	0	0.0
2015	10	29	0	0	0.0
2015	10	30	0	0	0.0
2015	10	31	0	0	0.0
2015	11	1	0	0	0.0
2015	11	2	0	0	0.0
2015	11	3	0	0	0.0
2015	11	4	0	0	0.0
2015	11	5	0	0	0.0
2015	11	6	0	0	0.23
2015	11	7	0	0	0.33
2015	11	8	0	0	0.0
2015	11	9	0	0	0.36
2015	11	10	0	0	0.0
2015	11	11	0	0	0.0
2015	11	12	0	0	0.0
2015	11	13	0	0	2.02
2015	11	14	0	0	0.17
2015	11	15	0	0	0.46
2015	11	16	0	0	0.0
2015	11	17	0	0	3.54
2015	11	18	0	0	0.0
2015	11	19	0	0	2.62
2015	11	20	0	0	56.7
2015	11	21	0	0	3.3
2015	11	22	0	0	4.21
2015	11	23	0	0	0.0
2015	11	24	0	0	0.19
2015	11	25	0	0	6.96
2015	11	26	0	0	0.0
2015	11	27	0	0	0.0
2015	11	28	0	0	2.78
2015	11	29	0	0	8.36
2015	11	30	0	0	9.49
2015	12	1	0	0	1.93
2015	12	2	0	0	0.0
2015	12	3	0	0	0.0
2015	12	4	0	0	1.08
2015	12	5	0	0	0.0
2015	12	6	0	0	0.22
2015	12	7	0	0	0.0
2015	12	8	0	0	0.0
2015	12	9	0	0	6.55
2015	12	10	0	0	0.0
2015	12	11	0	0	0.5
2015	12	12	0	0	4.01
2015	12	13	0	0	0.0
2015	12	14	0	0	0.0
2015	12	15	0	0	0.0
2015	12	16	0	0	9.47
2015	12	17	0	0	1.76
2015	12	18	0	0	0.74
2015	12	19	0	0	0.0
2015	12	20	0	0	0.0
2015	12	21	0	0	3.37
2015	12	22	0	0	0.0
2015	12	23	0	0	0.5
2015	12	24	0	0	0.0
2015	12	25	0	0	0.0
2015	12	26	0	0	0.0
2015	12	27	0	0	0.0
2015	12	28	0	0	0.0
2015	12	29	0	0	0.0
2015	12	30	0	0	0.0
2015	12	31	0	0	3.09
2016	1	1	0	0	0.0
2016	1	2	0	0	12.07
2016	1	3	0	0	2.79
2016	1	4	0	0	10.51
2016	1	5	0	0	10.62
2016	1	6	0	0	0.1
2016	1	7	0	0	3.71
2016	1	8	0	0	0.0
2016	1	9	0	0	0.0
2016	1	10	0	0	2.76
2016	1	11	0	0	10.11
2016	1	12	0	0	5.05
2016	1	13	0	0	3.83
2016	1	14	0	0	1.22
2016	1	15	0	0	4.33
2016	1	16	0	0	1.95
2016	1	17	0	0	1.79
2016	1	18	0	0	0.0
2016	1	19	0	0	0.0
2016	1	20	0	0	0.0
2016	1	21	0	0	0.0
2016	1	22	0	0	0.0
2016	1	23	0	0	2.6
2016	1	24	0	0	0.92
2016	1	25	0	0	0.0
2016	1	26	0	0	0.0
2016	1	27	0	0	0.0
2016	1	28	0	0	2.26
2016	1	29	0	0	0.0
2016	1	30	0	0	9.35
2016	1	31	0	0	10.2
2016	2	1	0	0	7.21
2016	2	2	0	0	3.98
2016	2	3	0	0	9.25
2016	2	4	0	0	13.92
2016	2	5	0	0	0.4
2016	2	6	0	0	0.0
2016	2	7	0	0	0.0
2016	2	8	0	0	14.42
2016	2	9	0	0	11.53
2016	2	10	0	0	6.24
2016	2	11	0	0	2.19
2016	2	12	0	0	0.0
2016	2	13	0	0	6.34
2016	2	14	0	0	3.42
2016	2	15	0	0	1.1
2016	2	16	0	0	0.0
2016	2	17	0	0	0.0
2016	2	18	0	0	0.0
2016	2	19	0	0	1.54
2016	2	20	0	0	17.24
2016	2	21	0	0	0.12
2016	2	22	0	0	0.0
2016	2	23	0	0	18.05
2016	2	24	0	0	0.0
2016	2	25	0	0	0.26
2016	2	26	0	0	0.0
2016	2	27	0	0	0.0
2016	2	28	0	0	0.0
2016	2	29	0	0	7.18
2016	3	1	0	0	2.7
2016	3	2	0	0	4.71
2016	3	3	0	0	2.43
2016	3	4	0	0	4.06
2016	3	5	0	0	5.32
2016	3	6	0	0	4.09
2016	3	7	0	0	1.66
2016	3	8	0	0	0.0
2016	3	9	0	0	0.0
2016	3	10	0	0	0.0
2016	3	11	0	0	0.0
2016	3	12	0	0	0.0
2016	3	13	0	0	0.0
2016	3	14	0	0	0.0
2016	3	15	0	0	3.43
2016	3	16	0	0	0.0
2016	3	17	0	0	0.0
2016	3	18	0	0	0.0
2016	3	19	0	0	0.0
2016	3	20	0	0	0.0
2016	3	21	0	0	0.0
2016	3	22	0	0	0.0
2016	3	23	0	0	0.88
2016	3	24	0	0	0.0
2016	3	25	0	0	11.87
2016	3	26	0	0	0.0
2016	3	27	0	0	0.34
2016	3	28	0	0	5.1
2016	3	29	0	0	3.65
2016	3	30	0	0	5.81
2016	3	31	0	0	5.78
2016	4	1	0	0	1.09
2016	4	2	0	0	0.0
2016	4	3	0	0	0.0
2016	4	4	0	0	0.0
2016	4	5	0	0	6.23
2016	4	6	0	0	0.29
2016	4	7	0	0	1.25
2016	4	8	0	0	0.0
2016	4	9	0	0	0.9
2016	4	10	0	0	0.0
2016	4	11	0	0	0.0
2016	4	12	0	0	12.1
2016	4	13	0	0	5.81
2016	4	14	0	0	0.0
2016	4	15	0	0	5.78
2016	4	16	0	0	16.76
2016	4	17	0	0	8.35
2016	4	18	0	0	0.14
2016	4	19	0	0	0.0
2016	4	20	0	0	0.0
2016	4	21	0	0	0.0
2016	4	22	0	0	0.0
2016	4	23	0	0	5.64
2016	4	24	0	0	3.26
2016	4	25	0	0	5.58
2016	4	26	0	0	9.97
2016	4	27	0	0	1.12
2016	4	28	0	0	0.24
2016	4	29	0	0	0.0
2016	4	30	0	0	2.95
2016	5	1	0	0	0.52
2016	5	2	0	0	0.0
2016	5	3	0	0	4.31
2016	5	4	0	0	0.0
2016	5	5	0	0	0.0
2016	5	6	0	0	0.0
2016	5	7	0	0	0.0
2016	5	8	0	0	0.0
2016	5	9	0	0	0.0
2016	5	10	0	0	4.47
2016	5	11	0	0	0.0
2016	5	12	0	0	3.89
2016	5	13	0	0	5.22
2016	5	14	0	0	0.29
2016	5	15	0	0	0.12
2016	5	16	0	0	11.07
2016	5	17	0	0	0.0
2016	5	18	0	0	0.43
2016	5	19	0	0	1.14
2016	5	20	0	0	0.0
2016	5	21	0	0	0.0
2016	5	22	0	0	0.64
2016	5	23	0	0	5.71
2016	5	24	0	0	6.03
2016	5	25	0	0	0.0
2016	5	26	0	0	0.0
2016	5	27	0	0	4.8
2016	5	28	0	0	0.0
2016	5	29	0	0	63.4
2016	5	30	0	0	22.3
2016	5	31	0	0	0.0
2016	6	1	0	0	9.99
2016	6	2	0	0	4.17
2016	6	3	0	0	3.78
2016	6	4	0	0	2.64
2016	6	5	0	0	2.35
2016	6	6	0	0	0.0
2016	6	7	0	0	0.38
2016	6	8	0	0	10.23
2016	6	9	0	0	0.0
2016	6	10	0	0	0.0
2016	6	11	0	0	0.0
2016	6	12	0	0	8.64
2016	6	13	0	0	3.17
2016	6	14	0	0	9.68
2016	6	15	0	0	0.5
2016	6	16	0	0	8.35
2016	6	17	0	0	5.3
2016	6	18	0	0	4.57
2016	6	19	0	0	0.0
2016	6	20	0	0	1.23
2016	6	21	0	0	3.06
2016	6	22	0	0	0.0
2016	6	23	0	0	0.0
2016	6	24	0	0	3.74
2016	6	25	0	0	7.69
2016	6	26	0	0	0.0
2016	6	27	0	0	0.0
2016	6	28	0	0	0.28
2016	6	29	0	0	2.09
2016	6	30	0	0	0.38
2016	7	1	0	0	0.37
2016	7	2	0	0	1.06
2016	7	3	0	0	0.52
2016	7	4	0	0	0.0
2016	7	5	0	0	0.0
2016	7	6	0	0	0.0
2016	7	7	0	0	0.0
2016	7	8	0	0	0.0
2016	7	9	0	0	0.0
2016	7	10	0	0	0.0
2016	7	11	0	0	2.21
2016	7	12	0	0	1.14
2016	7	13	0	0	6.01
2016	7	14	0	0	2.72
2016	7	15	0	0	0.0
2016	7	16	0	0	0.0
2016	7	17	0	0	0.0
2016	7	18	0	0	0.0
2016	7	19	0	0	0.0
2016	7	20	0	0	0.0
2016	7	21	0	0	17.78
2016	7	22	0	0	6.41
2016	7	23	0	0	0.18
2016	7	24	0	0	0.0
2016	7	25	0	0	1.15
2016	7	26	0	0	3.91
2016	7	27	0	0	0.0
2016	7	28	0	0	0.94
2016	7	29	0	0	0.18
2016	7	30	0	0	0.0
2016	7	31	0	0	8.55
2016	8	1	0	0	0.0
2016	8	2	0	0	1.81
2016	8	3	0	0	0.38
2016	8	4	0	0	25.41
2016	8	5	0	0	0.6
2016	8	6	0	0	0.0
2016	8	7	0	0	0.0
2016	8	8	0	0	0.0
2016	8	9	0	0	3.6
2016	8	10	0	0	0.77
2016	8	11	0	0	1.72
2016	8	12	0	0	8.23
2016	8	13	0	0	0.0
2016	8	14	0	0	0.0
2016	8	15	0	0	0.0
2016	8	16	0	0	0.0
2016	8	17	0	0	0.0
2016	8	18	0	0	78.04
2016	8	19	0	0	0.24
2016	8	20	0	0	4.21
2016	8	21	0	0	0.34
2016	8	22	0	0	0.0
2016	8	23	0	0	0.0
2016	8	24	0	0	0.0
2016	8	25	0	0	0.0
2016	8	26	0	0	0.0
2016	8	27	0	0	0.0
2016	8	28	0	0	2.22
2016	8	29	0	0	0.0
2016	8	30	0	0	0.0
2016	8	31	0	0	0.0
2016	9	1	0	0	0.0
2016	9	2	0	0	0.0
2016	9	3	0	0	0.0
2016	9	4	0	0	3.11
2016	9	5	0	0	0.24
2016	9	6	0	0	0.0
2016	9	7	0	0	0.0
2016	9	8	0	0	0.0
2016	9	9	0	0	0.0
2016	9	10	0	0	0.0
2016	9	11	0	0	0.0
2016	9	12	0	0	0.0
2016	9	13	0	0	0.0
2016	9	14	0	0	0.0
2016	9	15	0	0	0.0
2016	9	16	0	0	0.0
2016	9	17	0	0	12.42
2016	9	18	0	0	12.06
2016	9	19	0	0	0.0
2016	9	20	0	0	0.0
2016	9	21	0	0	0.0
2016	9	22	0	0	0.0
2016	9	23	0	0	0.0
2016	9	24	0	0	0.0
2016	9	25	0	0	0.0
2016	9	26	0	0	5.41
2016	9	27	0	0	0.0
2016	9	28	0	0	0.0
2016	9	29	0	0	0.0
2016	9	30	0	0	0.0
2016	10	1	0	0	2.28
2016	10	2	0	0	0.0
2016	10	3	0	0	1.6
2016	10	4	0	0	0.0
2016	10	5	0	0	0.0
2016	10	6	0	0	0.21
2016	10	7	0	0	0.0
2016	10	8	0	0	0.0
2016	10	9	0	0	2.24
2016	10	10	0	0	0.0
2016	10	11	0	0	0.0
2016	10	12	0	0	0.0
2016	10	13	0	0	0.0
2016	10	14	0	0	0.0
2016	10	15	0	0	0.0
2016	10	16	0	0	0.0
2016	10	17	0	0	1.51
2016	10	18	0	0	1.07
2016	10	19	0	0	12.08
2016	10	20	0	0	43.51
2016	10	21	0	0	1.02
2016	10	22	0	0	2.65
2016	10	23	0	0	3.58
2016	10	24	0	0	8.88
2016	10	25	0	0	7.56
2016	10	26	0	0	0.0
2016	10	27	0	0	0.0
2016	10	28	0	0	0.0
2016	10	29	0	0	0.0
2016	10	30	0	0	0.0
2016	10	31	0	0	0.0
2016	11	1	0	0	0.0
2016	11	2	0	0	2.81
2016	11	3	0	0	0.0
2016	11	4	0	0	0.0
2016	11	5	0	0	8.01
2016	11	6	0	0	0.21
2016	11	7	0	0	0.0
2016	11	8	0	0	0.59
2016	11	9	0	0	3.42
2016	11	10	0	0	13.95
2016	11	11	0	0	13.43
2016	11	12	0	0	0.0
2016	11	13	0	0	0.0
2016	11	14	0	0	0.0
2016	11	15	0	0	7.05
2016	11	16	0	0	13.31
2016	11	17	0	0	0.36
2016	11	18	0	0	5.78
2016	11	19	0	0	4.96
2016	11	20	0	0	0.0
2016	11	21	0	0	0.0
2016	11	22	0	0	0.0
2016	11	23	0	0	0.0
2016	11	24	0	0	0.0
2016	11	25	0	0	0.0
2016	11	26	0	0	0.0
2016	11	27	0	0	0.22
2016	11	28	0	0	0.0
2016	11	29	0	0	0.0
2016	11	30	0	0	0.0
2016	12	1	0	0	0.0
2016	12	2	0	0	0.0
2016	12	3	0	0	0.0
2016	12	4	0	0	0.0
2016	12	5	0	0	0.0
2016	12	6	0	0	0.0
2016	12	7	0	0	0.0
2016	12	8	0	0	0.0
2016	12	9	0	0	0.0
2016	12	10	0	0	0.0
2016	12	11	0	0	0.95
2016	12	12	0	0	1.09
2016	12	13	0	0	0.0
2016	12	14	0	0	0.0
2016	12	15	0	0	0.0
2016	12	16	0	0	0.0
2016	12	17	0	0	0.26
2016	12	18	0	0	0.42
2016	12	19	0	0	0.0
2016	12	20	0	0	0.0
2016	12	21	0	0	0.0
2016	12	22	0	0	3.68
2016	12	23	0	0	0.41
2016	12	24	0	0	2.91
2016	12	25	0	0	0.0
2016	12	26	0	0	0.52
2016	12	27	0	0	0.0
2016	12	28	0	0	0.0
2016	12	29	0	0	0.0
2016	12	30	0	0	0.0
2016	12	31	0	0	0.0
2017	1	1	0	0	0.0
2017	1	2	0	0	3.28
2017	1	3	0	0	0.0
2017	1	4	0	0	1.5
2017	1	5	0	0	0.38
2017	1	6	0	0	0.0
2017	1	7	0	0	1.48
2017	1	8	0	0	2.89
2017	1	9	0	0	0.0
2017	1	10	0	0	0.86
2017	1	11	0	0	3.03
2017	1	12	0	0	3.06
2017	1	13	0	0	1.42
2017	1	14	0	0	1.84
2017	1	15	0	0	4.02
2017	1	16	0	0	0.0
2017	1	17	0	0	0.0
2017	1	18	0	0	0.0
2017	1	19	0	0	0.0
2017	1	20	0	0	0.0
2017	1	21	0	0	0.0
2017	1	22	0	0	0.0
2017	1	23	0	0	0.0
2017	1	24	0	0	0.0
2017	1	25	0	0	0.0
2017	1	26	0	0	0.0
2017	1	27	0	0	0.0
2017	1	28	0	0	0.0
2017	1	29	0	0	0.0
2017	1	30	0	0	8.61
2017	1	31	0	0	5.08
2017	2	1	0	0	0.11
2017	2	2	0	0	0.67
2017	2	3	0	0	0.6
2017	2	4	0	0	2.61
2017	2	5	0	0	0.0
2017	2	6	0	0	0.0
2017	2	7	0	0	0.21
2017	2	8	0	0	0.0
2017	2	9	0	0	0.0
2017	2	10	0	0	0.43
2017	2	11	0	0	0.0
2017	2	12	0	0	0.0
2017	2	13	0	0	0.0
2017	2	14	0	0	0.0
2017	2	15	0	0	0.0
2017	2	16	0	0	3.75
2017	2	17	0	0	4.93
2017	2	18	0	0	0.0
2017	2	19	0	0	0.0
2017	2	20	0	0	2.87
2017	2	21	0	0	4.81
2017	2	22	0	0	2.16
2017	2	23	0	0	0.0
2017	2	24	0	0	0.0
2017	2	25	0	0	0.0
2017	2	26	0	0	0.0
2017	2	27	0	0	1.68
2017	2	28	0	0	9.71
2017	3	1	0	0	8.87
2017	3	2	0	0	5.16
2017	3	3	0	0	0.0
2017	3	4	0	0	0.83
2017	3	5	0	0	4.65
2017	3	6	0	0	3.49
2017	3	7	0	0	3.83
2017	3	8	0	0	10.27
2017	3	9	0	0	12.67
2017	3	10	0	0	0.0
2017	3	11	0	0	0.0
2017	3	12	0	0	0.0
2017	3	13	0	0	0.0
2017	3	14	0	0	0.0
2017	3	15	0	0	0.0
2017	3	16	0	0	0.0
2017	3	17	0	0	0.0
2017	3	18	0	0	7.85
2017	3	19	0	0	0.3
2017	3	20	0	0	0.0
2017	3	21	0	0	7.0
2017	3	22	0	0	0.73
2017	3	23	0	0	0.0
2017	3	24	0	0	0.0
2017	3	25	0	0	0.0
2017	3	26	0	0	0.0
2017	3	27	0	0	0.0
2017	3	28	0	0	0.0
2017	3	29	0	0	0.0
2017	3	30	0	0	0.0
2017	3	31	0	0	0.0
2017	4	1	0	0	0.0
2017	4	2	0	0	4.7
2017	4	3	0	0	0.18
2017	4	4	0	0	0.6
2017	4	5	0	0	0.0
2017	4	6	0	0	0.0
2017	4	7	0	0	0.0
2017	4	8	0	0	0.0
2017	4	9	0	0	0.0
2017	4	10	0	0	0.0
2017	4	11	0	0	0.0
2017	4	12	0	0	0.0
2017	4	13	0	0	0.39
2017	4	14	0	0	0.0
2017	4	15	0	0	0.64
2017	4	16	0	0	1.31
2017	4	17	0	0	8.16
2017	4	18	0	0	3.13
2017	4	19	0	0	0.0
2017	4	20	0	0	0.0
2017	4	21	0	0	0.0
2017	4	22	0	0	2.26
2017	4	23	0	0	0.0
2017	4	24	0	0	0.0
2017	4	25	0	0	0.19
2017	4	26	0	0	3.28
2017	4	27	0	0	9.18
2017	4	28	0	0	0.12
2017	4	29	0	0	0.0
2017	4	30	0	0	0.0
2017	5	1	0	0	14.83
2017	5	2	0	0	20.6
2017	5	3	0	0	6.47
2017	5	4	0	0	0.38
2017	5	5	0	0	0.0
2017	5	6	0	0	0.0
2017	5	7	0	0	14.77
2017	5	8	0	0	11.61
2017	5	9	0	0	2.16
2017	5	10	0	0	0.0
2017	5	11	0	0	3.97
2017	5	12	0	0	0.6
2017	5	13	0	0	16.41
2017	5	14	0	0	0.2
2017	5	15	0	0	0.0
2017	5	16	0	0	0.0
2017	5	17	0	0	0.0
2017	5	18	0	0	1.69
2017	5	19	0	0	18.91
2017	5	20	0	0	0.0
2017	5	21	0	0	0.0
2017	5	22	0	0	0.0
2017	5	23	0	0	0.0
2017	5	24	0	0	1.01
2017	5	25	0	0	0.0
2017	5	26	0	0	0.0
2017	5	27	0	0	0.0
2017	5	28	0	0	0.0
2017	5	29	0	0	0.0
2017	5	30	0	0	1.24
2017	5	31	0	0	0.0
2017	6	1	0	0	0.0
2017	6	2	0	0	0.0
2017	6	3	0	0	0.87
2017	6	4	0	0	13.59
2017	6	5	0	0	0.74
2017	6	6	0	0	0.72
2017	6	7	0	0	3.63
2017	6	8	0	0	0.0
2017	6	9	0	0	6.67
2017	6	10	0	0	0.0
2017	6	11	0	0	0.0
2017	6	12	0	0	0.0
2017	6	13	0	0	0.0
2017	6	14	0	0	0.0
2017	6	15	0	0	0.24
2017	6	16	0	0	0.0
2017	6	17	0	0	0.0
2017	6	18	0	0	0.0
2017	6	19	0	0	0.0
2017	6	20	0	0	0.0
2017	6	21	0	0	0.0
2017	6	22	0	0	0.0
2017	6	23	0	0	0.0
2017	6	24	0	0	0.0
2017	6	25	0	0	0.0
2017	6	26	0	0	0.0
2017	6	27	0	0	6.52
2017	6	28	0	0	8.33
2017	6	29	0	0	21.86
2017	6	30	0	0	1.7
2017	7	1	0	0	4.74
2017	7	2	0	0	2.27
2017	7	3	0	0	0.24
2017	7	4	0	0	0.0
2017	7	5	0	0	0.0
2017	7	6	0	0	0.19
2017	7	7	0	0	19.88
2017	7	8	0	0	0.0
2017	7	9	0	0	19.69
2017	7	10	0	0	1.56
2017	7	11	0	0	1.37
2017	7	12	0	0	14.55
2017	7	13	0	0	0.0
2017	7	14	0	0	9.87
2017	7	15	0	0	0.14
2017	7	16	0	0	0.0
2017	7	17	0	0	0.0
2017	7	18	0	0	0.0
2017	7	19	0	0	7.5
2017	7	20	0	0	6.19
2017	7	21	0	0	9.26
2017	7	22	0	0	1.95
2017	7	23	0	0	1.15
2017	7	24	0	0	2.39
2017	7	25	0	0	31.17
2017	7	26	0	0	11.11
2017	7	27	0	0	9.68
2017	7	28	0	0	0.0
2017	7	29	0	0	0.0
2017	7	30	0	0	0.16
2017	7	31	0	0	10.35
2017	8	1	0	0	1.32
2017	8	2	0	0	0.21
2017	8	3	0	0	1.36
2017	8	4	0	0	0.0
2017	8	5	0	0	1.11
2017	8	6	0	0	0.0
2017	8	7	0	0	0.0
2017	8	8	0	0	0.0
2017	8	9	0	0	0.86
2017	8	10	0	0	13.14
2017	8	11	0	0	3.08
2017	8	12	0	0	6.27
2017	8	13	0	0	0.71
2017	8	14	0	0	0.14
2017	8	15	0	0	9.48
2017	8	16	0	0	2.89
2017	8	17	0	0	0.0
2017	8	18	0	0	12.74
2017	8	19	0	0	2.01
2017	8	20	0	0	0.0
2017	8	21	0	0	0.0
2017	8	22	0	0	0.0
2017	8	23	0	0	0.0
2017	8	24	0	0	0.0
2017	8	25	0	0	0.24
2017	8	26	0	0	0.0
2017	8	27	0	0	1.12
2017	8	28	0	0	0.0
2017	8	29	0	0	0.0
2017	8	30	0	0	9.46
2017	8	31	0	0	6.7
2017	9	1	0	0	0.52
2017	9	2	0	0	0.0
2017	9	3	0	0	0.0
2017	9	4	0	0	0.0
2017	9	5	0	0	0.25
2017	9	6	0	0	0.76
2017	9	7	0	0	0.0
2017	9	8	0	0	0.0
2017	9	9	0	0	6.38
2017	9	10	0	0	0.0
2017	9	11	0	0	1.06
2017	9	12	0	0	0.89
2017	9	13	0	0	25.06
2017	9	14	0	0	24.75
2017	9	15	0	0	0.0
2017	9	16	0	0	1.7
2017	9	17	0	0	10.51
2017	9	18	0	0	1.06
2017	9	19	0	0	1.81
2017	9	20	0	0	0.0
2017	9	21	0	0	0.0
2017	9	22	0	0	0.0
2017	9	23	0	0	0.0
2017	9	24	0	0	0.0
2017	9	25	0	0	0.0
2017	9	26	0	0	0.0
2017	9	27	0	0	0.0
2017	9	28	0	0	0.0
2017	9	29	0	0	0.0
2017	9	30	0	0	6.03
2017	10	1	0	0	0.0
2017	10	2	0	0	2.44
2017	10	3	0	0	23.4
2017	10	4	0	0	0.0
2017	10	5	0	0	4.61
2017	10	6	0	0	4.85
2017	10	7	0	0	2.06
2017	10	8	0	0	7.48
2017	10	9	0	0	0.55
2017	10	10	0	0	0.63
2017	10	11	0	0	1.21
2017	10	12	0	0	0.36
2017	10	13	0	0	0.0
2017	10	14	0	0	0.0
2017	10	15	0	0	0.0
2017	10	16	0	0	0.0
2017	10	17	0	0	0.0
2017	10	18	0	0	0.0
2017	10	19	0	0	0.0
2017	10	20	0	0	0.0
2017	10	21	0	0	6.84
2017	10	22	0	0	3.37
2017	10	23	0	0	1.52
2017	10	24	0	0	1.66
2017	10	25	0	0	0.31
2017	10	26	0	0	0.0
2017	10	27	0	0	5.82
2017	10	28	0	0	0.0
2017	10	29	0	0	2.31
2017	10	30	0	0	0.0
2017	10	31	0	0	0.1
2017	11	1	0	0	0.59
2017	11	2	0	0	0.0
2017	11	3	0	0	0.0
2017	11	4	0	0	0.0
2017	11	5	0	0	9.21
2017	11	6	0	0	0.0
2017	11	7	0	0	0.0
2017	11	8	0	0	1.22
2017	11	9	0	0	0.81
2017	11	10	0	0	6.6
2017	11	11	0	0	14.32
2017	11	12	0	0	19.0
2017	11	13	0	0	0.78
2017	11	14	0	0	0.0
2017	11	15	0	0	0.0
2017	11	16	0	0	0.0
2017	11	17	0	0	0.99
2017	11	18	0	0	0.28
2017	11	19	0	0	4.68
2017	11	20	0	0	2.02
2017	11	21	0	0	3.18
2017	11	22	0	0	0.0
2017	11	23	0	0	0.0
2017	11	24	0	0	5.25
2017	11	25	0	0	21.82
2017	11	26	0	0	0.0
2017	11	27	0	0	13.67
2017	11	28	0	0	8.28
2017	11	29	0	0	0.38
2017	11	30	0	0	7.88
2017	12	1	0	0	0.75
2017	12	2	0	0	0.0
2017	12	3	0	0	4.58
2017	12	4	0	0	1.8
2017	12	5	0	0	0.0
2017	12	6	0	0	0.0
2017	12	7	0	0	1.78
2017	12	8	0	0	4.51
2017	12	9	0	0	0.11
2017	12	10	0	0	5.74
2017	12	11	0	0	12.82
2017	12	12	0	0	2.25
2017	12	13	0	0	2.48
2017	12	14	0	0	6.12
2017	12	15	0	0	8.98
2017	12	16	0	0	3.74
2017	12	17	0	0	0.38
2017	12	18	0	0	2.19
2017	12	19	0	0	0.91
2017	12	20	0	0	1.72
2017	12	21	0	0	5.26
2017	12	22	0	0	5.92
2017	12	23	0	0	0.22
2017	12	24	0	0	0.0
2017	12	25	0	0	0.0
2017	12	26	0	0	0.0
2017	12	27	0	0	3.64
2017	12	28	0	0	5.16
2017	12	29	0	0	5.38
2017	12	30	0	0	8.95
2017	12	31	0	0	0.31
2018	1	1	0	0	6.31
2018	1	2	0	0	0.93
2018	1	3	0	0	11.42
2018	1	4	0	0	31.84
2018	1	5	0	0	6.51
2018	1	6	0	0	0.66
2018	1	7	0	0	0.0
2018	1	8	0	0	0.0
2018	1	9	0	0	0.22
2018	1	10	0	0	0.36
2018	1	11	0	0	0.0
2018	1	12	0	0	0.0
2018	1	13	0	0	0.0
2018	1	14	0	0	0.0
2018	1	15	0	0	2.6
2018	1	16	0	0	12.7
2018	1	17	0	0	3.09
2018	1	18	0	0	4.1
2018	1	19	0	0	3.94
2018	1	20	0	0	15.46
2018	1	21	0	0	0.9
2018	1	22	0	0	6.92
2018	1	23	0	0	0.51
2018	1	24	0	0	0.0
2018	1	25	0	0	0.84
2018	1	26	0	0	2.98
2018	1	27	0	0	0.0
2018	1	28	0	0	0.0
2018	1	29	0	0	0.17
2018	1	30	0	0	2.46
2018	1	31	0	0	7.62
2018	2	1	0	0	7.1
2018	2	2	0	0	0.19
2018	2	3	0	0	2.47
